"genus","species","kingdomKey","X2001_2019_change_index_mu","X2001_Land_Cover_mu","X2004_Land_Cover_mu","X2006_Land_Cover_mu","X2008_Land_Cover_mu","X2011_Land_Cover_mu","X2013_Land_Cover_mu","X2016_Land_Cover_mu","X2019_Land_Cover_mu","slope_mu","roundedSRank_mu","roundedNRank_mu","roundedGRank_mu","UID_mu","lat_mu","lon_mu","maxlat_mu","minlat_mu","maxlon_mu","minlon_mu","simple_status_mu","X2001_2019_change_index_sig","X2001_Land_Cover_sig","X2004_Land_Cover_sig","X2006_Land_Cover_sig","X2008_Land_Cover_sig","X2011_Land_Cover_sig","X2013_Land_Cover_sig","X2016_Land_Cover_sig","X2019_Land_Cover_sig","slope_sig","roundedSRank_sig","roundedNRank_sig","roundedGRank_sig","UID_sig","lat_sig","lon_sig","maxlat_sig","minlat_sig","maxlon_sig","minlon_sig","simple_status_sig","Random_Pred"
"Carex","hirtifolia",6,"1","41","21","41","21","21","41","23","23",1.35500537351299,"S3","NNR","G5","69336",1635755.08577876,1968299.12504471,1674534.33070499,1607003.10289743,2024555.03933048,1912686.27388347,"threatened",2,5,5,5,5,5,5,5,4,0.690895345399639,1,1,1,8,21785.1272804445,36943.64912051,0,0,0,0,1,0.795097040012479
"Carex","hitchcockiana",6,"1","90","90","90","90","90","90","90","90",0.555819492642152,"S1","NNR","G5","69499",1638174.27985853,1912686.27388347,1638174.27985853,1638174.27985853,1912686.27388347,1912686.27388347,"threatened",1,1,1,1,1,1,1,1,1,0,1,1,1,2,0,0,0,0,0,0,1,0.983785998541862
"Carex","hormathodes",6,"1","22","22","43","43","22","22","22","22",0.24595820926297,"S4","NNR","G4","68589",1690618.77811838,1922844.95406131,1725097.23707893,1656140.31915782,1957334.13149511,1888355.77662751,"secure",1,2,2,2,2,2,2,2,2,0.342886500733512,1,1,1,2,48759.904271744,48775.0624819715,0,0,0,0,1,0.795304461382329
"Carex","hystericina",6,"1","81","43","43","43","43","81","81","43",1.36996141802984,"S1","NNR","G5","45740",1623402.2417229,1985233.85108544,1624052.58752951,1622751.8959163,1985496.58873634,1984971.11343454,"threatened",1,2,2,2,2,2,2,2,2,0.680852753604782,1,1,1,2,919.727859932202,371.567149250354,0,0,0,0,1,0.935890907188877
"Carex","jamesii",6,"1","41","41","41","41","41","41","41","41",1.35241645693666,"S4","NNR","G5","65923",1580310.09580807,1964998.67558177,1674851.90783408,1516730.59810415,2024463.09882812,1912686.27388347,"secure",1,4,4,4,4,4,4,4,4,1.16522573674709,1,1,1,9,57988.6140558142,39832.9509586095,0,0,0,0,1,0.296079427702352
"Carex","joorii",6,"1","90","90","90","90","90","90","90","90",0.0289688141031138,"S3","NNR","G4","68677",1721376.41854184,1902601.45934987,1727713.03408381,1708703.18745791,1908585.2068667,1899609.58559146,"threatened",1,2,2,2,2,2,2,2,2,0.0250877289308055,1,1,1,3,10975.3400667153,5182.07735940575,0,0,0,0,1,0.42527835117653
"Carex","leavenworthii",6,"1","23","23","41","41","23","23","23","23",2.7754930904991e+33,"S4","N5","G5","70038",1669127.94897877,1937404.88661481,1717868.04674271,1548469.88694705,1974550.55261337,1893269.76998411,"secure",2,8,8,8,8,8,8,8,8,1.0384944224006e+34,1,1,1,14,53073.8952086078,20022.2059461942,0,0,0,0,1,0.352911923080683
"Carex","leptalea",6,"1","42","42","42","42","42","90","42","42",0.35237850071159,"S5","N5","G5","69618",1716753.00200269,1900684.54648401,1766212.02118389,1626373.17389609,1942720.50692954,1887186.72739913,"secure",1,4,4,4,4,4,4,4,4,0.323967144742165,1,1,1,12,63505.8717743939,21063.7795874744,0,0,0,0,1,0.84331014752388
"Carex","leptonervia",6,"1","21","42","42","21","42","21","21","42",2.49105040220263,"S4","N5","G5","65208",1420386.9836657,1957249.12811181,1435411.43067518,1409225.87824524,1977206.85381278,1927354.89336916,"secure",1,5,5,5,5,5,5,5,5,1.66730778737463,1,1,1,11,8900.63270360355,17100.4311856752,0,0,0,0,1,0.688860542373732
"Carex","louisianica",6,"1","90","90","90","90","90","90","90","90",0.220775783960763,"S3","N5","G5","45738",1745133.71656014,1908306.13456126,1775584.22978879,1618422.98471743,1933502.12084583,1881266.66322554,"threatened",1,3,3,3,3,3,3,3,3,0.244232081278422,1,1,1,19,37136.9467010818,24282.1175796513,0,0,0,0,1,0.59501533722505
"Carex","lupuliformis",6,"1","11","41","11","41","41","11","11","41",0.617397956256335,"S2","N4","G4","68968",1588476.14201286,1936702.74768837,1599910.05353624,1577042.23048949,1941800.88786587,1931604.60751086,"threatened",1,2,2,2,2,2,2,2,2,0.87313256311914,1,1,1,2,16169.9927473357,7209.85898190457,0,0,0,0,1,0.131657106801867
"Carex","mesochorea",6,"1","43","43","43","43","43","43","43","43",0.482470425521202,"S4","N4","G4","68758",1700323.59270399,1953723.97249884,1751980.05462334,1637738.90373327,2007186.29991091,1896611.76065327,"secure",2,4,4,4,4,4,4,4,5,0.780768965827118,1,1,1,5,44376.487875009,44279.0277446714,0,0,0,0,1,0.67032255907543
"Carex","mitchelliana",6,"1","90","90","90","90","90","90","90","90",0.304728714169789,"S2","NNR","G4","66935",1708145.26143701,1926557.58692313,1737842.59919002,1656120.11430003,1957334.51279591,1907837.53343279,"threatened",1,3,3,3,3,3,3,3,3,0.149697718529219,1,1,1,7,36249.7948351884,21477.7133763433,0,0,0,0,1,0.274599269032478
"Carex","pedunculata",6,"1","43","43","43","43","43","43","43","43",3.58662885427122,"S1","NNR","G5","63935",1435988.33426077,1973939.16486009,1435988.33426077,1435988.33426077,1973939.16486009,1973939.16486009,"threatened",1,1,1,1,1,1,1,1,1,0,1,1,1,2,0,0,0,0,0,0,1,0.923844332573935
"Carex","pellita",6,"1","41","41","41","21","21","90","21","90",2.04032536402578,"S2","N5","G5","69277",1555519.10285938,1973767.16502548,1619743.07550392,1442592.24605472,2009823.24203935,1938994.43106683,"threatened",1,3,3,3,3,3,3,3,3,1.34299773929217,1,1,1,3,98104.955469995,35431.840807291,0,0,0,0,1,0.135039916262031
"Carex","planispicata",6,"1","41","41","41","41","41","41","41","41",1.79433753563998,"S1","NNR","G4","67664",1621523.40506283,1983768.8314603,1681417.34271743,1524164.22138034,2023477.20501766,1930974.7278941,"threatened",1,2,2,2,2,2,2,2,2,1.57101156154108,1,1,1,4,73540.0565773168,38678.978426274,0,0,0,0,1,0.947514621773735
"Carex","plantaginea",6,"1","42","42","42","42","42","42","42","42",1.05229110543272,"S1","NNR","G5","63908",1418281.34134312,1966213.94551532,1418301.19690243,1418261.48578381,1966223.49932256,1966204.39170809,"threatened",1,1,1,1,1,1,1,1,1,0,1,1,1,2,28.0800012680843,13.5111237704187,0,0,0,0,1,0.654702287632972
"Carex","radiata",6,"1","90","41","90","90","41","41","90","41",1.12141307881182e+33,"S4","N5","G5","66011",1623827.99961743,1954530.51781416,1709490.6780282,1411272.39073431,2028871.872531,1893269.76998411,"secure",2,8,8,8,8,8,8,8,8,5.49377966794491e+33,1,1,1,24,69203.5749428624,35056.4902548017,0,0,0,0,1,0.122543012956157
"Carex","seorsa",6,"1","90","90","90","90","90","90","90","90",2.45713008538717e+33,"S5","N4","G5","63318",1727869.98027923,1903511.43986678,1775509.23921351,1626373.17389609,2007734.77794867,1855810.99345059,"secure",1,7,7,7,7,7,7,7,7,1.20374298816796e+34,1,1,1,24,48159.3798541275,34619.9153158004,0,0,0,0,1,0.147612418979406
"Carex","sparganioides",6,"1","21","21","21","21","21","21","21","21",2.02493883712952,"S3","N5","G5","67662",1540477.08034584,1955635.07931744,1674851.90783408,1421954.22863545,2024463.09882812,1892534.67691117,"threatened",1,3,3,3,3,3,3,3,3,0.60446834514403,1,1,1,4,124472.617334609,54633.8006365933,0,0,0,0,1,0.364026149036363
"Carex","straminea",6,"1","23","95","24","90","24","23","24","23",1.04364634203968,"S1","NNR","G5","69554",1585854.47711702,1948929.78637505,1677771.08876741,1411272.39073431,2007734.77794867,1893269.76998411,"threatened",1,4,4,4,4,4,4,4,4,0.462236504607325,1,1,1,4,119078.231831547,46805.917479493,0,0,0,0,1,0.903272462310269
"Carex","striatula",6,"1","21","41","21","41","41","41","41","41",1.06800386924478,"S3","N4","G5","69194",1619271.58435096,1949745.56815294,1639307.09667499,1599236.07202694,1967929.89169302,1931561.24461287,"threatened",2,2,2,2,2,2,2,2,2,1.51038555655292,1,1,1,2,28334.4932577257,25716.5169729549,0,0,0,0,1,0.821835001232103
"Carex","styloflexa",6,"1","41","41","41","41","41","41","41","41",1.68211961821773e+33,"S4","N4","G4","66869",1593565.92398091,1945836.79397017,1753367.03000751,1480045.60513557,1986322.70466465,1864076.23537194,"secure",2,5,5,5,5,6,6,5,5,6.72847847287092e+33,1,1,1,16,98294.3640686938,36809.0965845664,0,0,0,0,1,0.0904624604154378
"Carex","tonsa",6,"1","41","41","41","41","41","41","41","41",0.494212033634711,"S4","NNR","G5","65834",1674813.39566851,1924275.06764787,1766712.91424851,1480656.07399786,1996732.76007777,1876205.04493875,"secure",2,6,6,7,6,7,6,6,6,0.494200562822648,1,1,1,29,95609.3340786306,37481.7252162321,0,0,0,0,1,0.327305384678766
"Carex","typhina",6,"1","90","90","90","90","90","90","90","90",0.335728330270843,"S4","N5","G5","68604",1695931.64309036,1942909.91666098,1773954.08154108,1599236.07202694,2007734.77794867,1885860.09333679,"secure",2,9,9,9,9,9,9,9,9,0.273226177810354,1,1,1,45,47892.7706679869,30883.6123102325,0,0,0,0,1,0.494024194544181
"Carex","umbellata",6,"1","43","43","43","21","43","21","43","43",0.660426525113963,"S4","NNR","G5","69207",1643223.88179148,1927984.1603391,1774016.34633405,1417363.37986069,1979120.07261536,1883257.62748973,"secure",1,4,4,4,4,4,4,4,4,0.769795375400509,1,1,1,8,147283.049676933,37829.1985930379,0,0,0,0,1,0.281691740965471
"Carex","venusta",6,"1","90","95","95","90","90","90","95","95",0.120973681417145,"S3","NNR","G4","70063",1749191.56727068,1892584.51869987,1774722.96855023,1632879.59936081,1926824.40412235,1883825.51062067,"threatened",1,5,5,5,5,5,5,5,5,0.0263332059883764,1,1,1,10,43828.7100122011,13324.7202741897,0,0,0,0,1,0.851584432413802
"Carex","woodii",6,"1","41","41","41","41","41","41","41","41",1.61206075496305,"S4","N4","G4","65863",1518943.52131629,1979842.37871401,1639307.09667499,1480389.24974518,1996732.76007777,1930719.46707888,"secure",2,4,4,4,4,4,4,4,5,0.600767745144494,1,1,1,14,53683.9896155473,21852.7246511045,0,0,0,0,1,0.0143415208440274
"Carya","pallida",6,"1","21","21","21","21","21","21","21","21",0.323164746402206,"S5","N5","G5","64837",1702220.15012457,1909874.54965381,1766969.70315053,1633209.8777948,1942548.52735609,1876962.11865458,"secure",1,5,5,5,5,5,5,5,5,0.268869541773067,1,1,1,6,60907.9648939983,30523.7202557162,0,0,0,0,1,0.668269960442558
"Castanea","dentata",6,"1","41","41","41","41","41","41","41","41",2.53656068427579,"S2","N3","G3","30940",1568871.08213819,1971105.54306702,1701113.2475329,1402813.9100707,2018726.09862535,1880894.51241603,"threatened",1,7,7,7,7,7,7,7,7,2.26522467093257,1,1,1,44,87479.1840112374,34042.4926855689,0,0,0,0,1,0.629561032634228
"Castanea","pumila",6,"1","41","41","41","41","41","41","41","41",0.690272068234341,"S4","NNR","G5","59619",1639348.37840818,1958811.29640671,1665342.74386592,1577060.77857816,2020772.10342006,1891976.8858866,"secure",3,10,10,9,9,9,9,9,9,0.36749498390016,1,1,1,40,16409.488949909,30757.7722819821,0,0,0,0,1,0.0336456152144819
"Celastrina","ladon",1,"1","21","21","21","21","21","21","21","21",1.63481008250689,"S5","N4","G4","98856",1610526.71027171,1940142.90061014,1733271.11882784,1482271.898172,2010252.8564726,1857346.80393438,"secure",2,10,10,10,10,10,10,10,10,1.90102129288522,1,1,1,38,70775.6163831065,41940.2176598652,0,0,0,0,1,0.768103280337527
"Celastrina","neglectamajor",1,"1","41","41","41","41","41","41","41","41",3.95009370355628,"S3","N4","G4","99108",1544845.95614547,1983551.08782636,1575836.50065611,1482755.61298962,1992020.12853028,1975962.35091804,"threatened",1,4,4,4,4,4,4,4,4,2.50366849692891,1,1,1,7,39906.2784901557,5949.86842115692,0,0,0,0,1,0.753464255481958
"Centrosema","virginianum",6,"1","41","82","41","82","82","82","41","82",0.482273195372108,"S2","N5","G5","20010",1696532.25822086,1898928.85658109,1726968.97619021,1666095.5402515,1910057.2432097,1887800.46995247,"threatened",1,2,2,2,2,2,2,2,2,0.47079325678674,1,1,1,2,43044.0193463832,15737.9152975208,0,0,0,0,1,0.855317631969228
"Ceratophyllum","echinatum",6,"1","41","41","41","41","41","41","41","41",0.628093971793489,"S2","N4","G4","53720",1662061.71413103,1959597.2213639,1686545.95505471,1633045.01379218,2007734.77794867,1891799.36584476,"threatened",1,4,4,4,4,4,4,4,4,0.45449930868391,1,1,1,5,26684.073422896,44930.2377007496,0,0,0,0,1,0.926323021063581
"Cercyonis","pegala",1,"1","21","21","21","21","21","21","21","21",9.78388940602988e+30,"S5","N5","G5","72474",1612637.18576431,1948231.09475243,1793403.92326505,1402551.69870619,2018906.76826297,1843745.7071313,"secure",6,15,15,15,15,15,15,15,15,1.03541921090516e+32,1,1,1,225,101678.639678569,39206.7889867007,0,0,0,0,1,0.919425499625504
"Chamaecyparis","thyoides",6,"1","90","90","90","90","90","90","90","90",0.181962733258366,"S3","N4","G4","46462",1742725.73493628,1898945.51072683,1790216.52096558,1629819.98529624,1952695.03211549,1855810.99345059,"threatened",2,7,7,6,6,6,6,6,6,0.136206352243248,1,1,1,17,41995.432250942,22607.8877389124,0,0,0,0,1,0.239270456833765
"Chasmanthium","latifolium",6,"1","41","41","41","41","41","41","41","41",1.02548395729703,"S4","NNR","G5","51040",1613138.30667928,1946085.44747709,1728302.64094752,1446653.36350029,2024439.93349909,1844741.45740292,"secure",4,13,13,13,12,12,12,12,12,0.779373677620413,1,1,1,118,42475.0794360912,29485.7722447382,0,0,0,0,1,0.399698087479919
"Chimaphila","umbellata",6,"1","43","43","43","43","43","43","43","43",0.179696464501854,"S3","N5","G5","33553",1730367.9949274,1929484.69098217,1730772.47761499,1729562.34395896,1930460.65979937,1927533.41230989,"threatened",1,2,2,2,2,2,2,2,2,0.0419917006183857,1,1,1,3,697.716173333608,1689.85693218076,0,0,0,0,1,0.623179055051878
"Chlosyne","harrisii",1,"1","21","41","41","41","41","41","41","41",2.03408827459686,"S2","N3","G5","94590",1431555.33251635,1967727.08633998,1445663.53509762,1405659.23122931,1984655.98716711,1927953.23848025,"threatened",2,5,4,4,4,4,4,4,4,0.868598276949627,1,1,1,12,15492.0329370709,23187.2123192298,0,0,0,0,1,0.692099739331752
"Chlosyne","nycteis",1,"1","41","41","41","41","41","41","41","41",1.39778597933207,"S4","N5","G5","95024",1596195.34111809,1956678.86904772,1699635.37555237,1404832.27426418,2028887.70300005,1875512.25920213,"secure",6,14,14,14,14,14,14,14,15,1.23902365935936,1,1,1,415,52796.957466175,28523.0899233416,0,0,0,0,1,0.382602063706145
"Chrysogonum","virginianum",6,"1","41","41","41","41","41","41","41","41",0.988672424454368,"S3","N5","G5","44532",1622470.84360748,1960648.00261853,1663752.70736513,1578044.2974435,2003066.3519286,1931298.08544848,"threatened",1,3,3,3,3,3,3,3,3,0.763597907450052,1,1,1,12,28334.1191330002,26701.5862604846,0,0,0,0,1,0.0583164703566581
"Cirsium","horridulum",6,"1","22","22","22","22","22","22","22","22",0.00845504484996768,"S3","N5","G5","43404",1768402.02935555,1904842.14538526,1794113.18671117,1666506.29277984,1983827.94609316,1883362.88278474,"threatened",1,2,2,2,2,2,2,2,2,0.0189060550373372,1,1,1,5,56961.7292336433,44168.9110582047,0,0,0,0,1,0.689261185703799
"Cirsium","muticum",6,"1","41","43","41","43","43","95","43","43",1.93370766556396,"S3","N5","G5","69644",1670917.81365458,2016019.87132014,1686313.78165682,1658128.23477368,2025939.92486461,2003407.50279506,"threatened",1,3,3,3,3,3,3,3,3,1.90506917595499,1,1,1,3,14272.3933334358,11504.9524573645,0,0,0,0,1,0.890202135546133
"Cisthene","packardii",1,"1","22","22","22","22","22","22","22","22",1.0393341699695,"S5","NNR","G5","86151",1641771.2257714,1943244.0242543,1773307.50921521,1483768.01531402,1983597.55699347,1866106.34853249,"secure",4,10,11,10,10,10,10,10,11,1.64296125347861,1,1,1,67,43471.7355183828,20743.6558439218,0,0,0,0,1,0.684031151700765
"Citheronia","regalis",1,"1","41","41","41","41","41","41","41","41",3.95792851345348e+32,"S4","N4","G4","80397",1599830.08181923,1959613.12313207,1771005.52579847,1428175.8338186,2035511.03759523,1868670.7035394,"secure",2,11,11,11,11,11,11,11,11,3.26379146392252e+33,1,1,1,68,73234.0083560872,40144.0297689735,0,0,0,0,1,0.528799466090277
"Citheronia","sepulcralis",1,"1","24","24","24","24","24","24","24","24",1.26628968584575,"S4","N4","G4","91537",1592650.50690402,1961432.99295774,1792099.27673916,1492917.47326787,1993052.36126344,1898212.667353,"secure",1,2,2,2,2,2,2,2,2,1.11800419542418,1,1,1,3,172727.701647314,54750.4087831185,0,0,0,0,1,0.141603578347713
"Cladium","mariscoides",6,"1","24","21","21","21","11","11","24","11",0.497827790945023,"S4","NNR","G5","69732",1665561.74149949,1975827.6700761,1677771.08876741,1656729.57438693,2007734.77794867,1953604.51158536,"secure",1,4,4,4,4,4,4,4,4,0.487360357136417,1,1,1,4,9067.24648274678,25090.9582014676,0,0,0,0,1,0.533787131076679
"Claytonia","caroliniana",6,"1","41","41","41","41","41","41","41","41",1.71139623391009,"S3","N5","G5","7859",1406096.58507747,1956132.41746859,1409334.09589316,1404122.10617569,1972828.15433373,1948746.721794,"threatened",1,3,3,3,3,3,3,3,3,0.421999582457661,1,1,1,4,2295.17532139788,11281.204326992,0,0,0,0,1,0.87473569647409
"Colias","eurytheme",1,"1","21","21","21","21","21","21","21","21",1.5608225550697e+32,"S5","N5","G5","93080",1624655.34375458,1957084.35110215,1793816.19798815,1403247.79119926,2035487.06009161,1845627.49345073,"secure",10,15,15,15,15,15,15,15,15,3.37724800822767e+33,1,1,1,973,56111.7977933396,28714.3519116438,0,0,0,0,1,0.988696458982304
"Colias","philodice",1,"1","21","21","21","21","21","21","21","21",1.96663325485648e+32,"S5","N5","G5","98083",1612932.90429933,1958140.53707068,1784808.36255767,1402653.92906081,2034155.73729851,1857346.80393438,"secure",8,15,15,15,15,15,15,15,15,3.61561124760158e+33,1,1,1,338,68003.5614294275,26864.6487016292,0,0,0,0,1,0.694826652528718
"Commelina","erecta",6,"1","41","90","22","22","41","90","11","90",0.155043905911073,"S3","N5","G5","63920",1671565.90820497,1914856.68205371,1730788.01395502,1598069.66206796,1932900.26261206,1876100.37707971,"threatened",1,4,4,4,4,4,4,4,4,0.11243393498745,1,1,1,4,68322.793628749,26455.4794612539,0,0,0,0,1,0.780729521997273
"Commelina","virginica",6,"1","90","90","90","90","90","90","90","90",0.665916792436631,"S5","N5","G5","51997",1672231.68031872,1925604.83306662,1775727.13586113,1559047.60990575,2007922.37176503,1854088.37549367,"secure",5,10,10,10,10,10,10,10,10,0.673889874009967,1,1,1,45,67105.3145704076,34090.5145853812,0,0,0,0,1,0.814106071833521
"Coptis","trifolia",6,"1","41","41","41","41","41","41","41","41",1.71691146223739,"S1","N5","G5","59907",1605750.30202484,1937692.25586248,1619700.39778506,1591800.20626462,1939868.44892489,1935516.06280006,"threatened",1,1,1,1,1,1,1,1,1,0.192928223921257,1,1,1,2,19728.4146205024,3077.60174321117,0,0,0,0,1,0.494573277421296
"Corallorhiza","wisteriana",6,"1","41","41","41","41","41","41","41","41",1.80425914019799,"S1","N5","G5","6034",1635754.39042796,1942576.53061945,1654453.52368361,1569869.58290763,1987998.48240753,1922441.39483225,"threatened",1,3,3,3,3,3,3,3,3,2.50765654791915,1,1,1,6,32531.189669771,23135.7917189148,0,0,0,0,1,0.825024534016848
"Coreopsis","tripteris",6,"1","41","23","41","22","41","22","41","23",1.05130451308246,"S1","N5","G5","57301",1632494.08783134,1949348.56722619,1644723.74491612,1623517.54023072,1976819.22902974,1931345.09715438,"threatened",1,3,3,3,3,3,3,3,3,0.423195800131642,1,1,1,3,10970.9990555389,24170.1252979474,0,0,0,0,1,0.27353190863505
"Coreopsis","verticillata",6,"1","22","22","22","22","22","22","22","22",1.01492586057748,"S3","N4","G5","16226",1625164.68733307,1951323.53918639,1661406.01773611,1444150.41179421,1981678.44022034,1905572.90411661,"threatened",1,6,6,6,6,6,6,6,6,0.822290753320843,1,1,1,11,62240.0929981962,20118.7986712358,0,0,0,0,1,0.480835672235116
"Corylus","cornuta",6,"1","41","41","41","41","41","41","41","41",5.60098389797268,"S3","NNR","G5","31642",1420410.87889038,1955009.73382136,1427098.96665341,1411406.41024489,1964963.10251799,1943399.83889656,"threatened",1,2,2,2,2,2,2,2,2,4.80045734678494,1,1,1,3,8098.66019494078,10876.655913484,0,0,0,0,1,0.558897118316963
"Croton","willdenowii",6,"1","42","42","42","42","42","43","43","43",0.232158194136332,"S5","NNR","G5","68824",1699601.50535761,1925582.5628532,1766356.63990787,1634242.0998115,1943725.26166178,1878088.72221966,"secure",2,2,2,2,2,3,2,2,2,0.0853162933670663,1,1,1,5,61330.3100852375,27280.0052973276,0,0,0,0,1,0.846114070154727
"Cuscuta","indecora",6,"1","11","11","11","22","22","11","22","22",0.64746516847063,"S2","N4","G5","54717",1578854.7658658,1896301.26988631,1750743.42697462,1406966.10475699,1945164.14181695,1847438.39795567,"threatened",1,2,2,2,2,2,2,2,2,0.86860630708537,1,1,1,2,243087.275758236,69102.536180809,0,0,0,0,1,0.328517299843952
"Cynanchum","laeve",6,"1","21","21","21","21","21","21","21","21",0.754954042268036,"S5","N5","G5","21855",1637504.01640586,1943287.86302772,1725795.4795548,1528895.2499559,2003407.50279506,1895385.11146147,"secure",2,11,11,11,11,11,11,11,11,0.552541237554581,1,1,1,30,55544.4110593278,27468.0389057546,0,0,0,0,1,0.0589712751097977
"Cyperus","erythrorhizos",6,"1","41","11","11","11","11","23","11","11",0.563561541166134,"S4","N5","G5","67894",1661374.16847436,1934137.19853713,1783795.96469439,1605209.60872241,1958011.04222441,1895830.97797927,"secure",2,6,5,5,5,5,6,5,5,0.345401119793543,1,1,1,10,59886.7431718385,24410.3175435455,0,0,0,0,1,0.681106680538505
"Cyperus","lancastriensis",6,"1","95","95","95","95","95","95","95","95",0.571590997674066,"S2","NNR","G5","63738",1659086.81870033,1932262.00316173,1730267.85312033,1605209.60872241,2003407.50279506,1893269.76998411,"threatened",1,7,7,7,7,7,7,7,7,0.556576187209031,1,1,1,8,49785.6004968466,35331.2535484763,0,0,0,0,1,0.97561247413978
"Cyperus","refractus",6,"1","90","90","82","41","41","41","21","41",6.72847847287092e+33,"S2","NNR","G5","62858",1720262.15376383,1938940.84318939,1730055.04834002,1709842.93990007,1957624.34628909,1905218.59823665,"threatened",1,4,4,4,4,4,4,4,4,1.34569569457418e+34,1,1,1,4,8280.0036113146,23364.552971411,0,0,0,0,1,0.470694296294823
"Cypripedium","parviflorum",6,"1","41","41","41","41","41","41","41","41",1.58813850919163,"S4","N5","G5","44669",1611046.6276026,1987324.1664327,1671534.99762464,1403850.10348667,2029176.31751323,1877738.81268149,"secure",1,6,6,6,6,6,6,6,6,1.35349195348618,1,1,1,16,82498.3394165591,38401.6969227482,0,0,0,0,1,0.868812989443541
"Cystopteris","bulbifera",6,"1","41","41","41","41","41","41","41","41",1.02477060492038,"S3","N5","G5","70462",1563798.73833517,1971337.23482976,1623851.15633707,1543324.71962874,1975747.12234947,1959983.75933192,"threatened",2,2,2,2,2,1,1,2,2,0.275646957574427,1,1,1,4,40036.3271484498,7581.99487391948,0,0,0,0,1,0.00466972612775862
"Danthonia","sericea",6,"1","90","90","90","90","90","90","90","90",0.152296303160316,"S4","N5","G5","64615",1745863.38820154,1904955.18030344,1766745.95729354,1728562.42076807,1930548.10962252,1879148.92435389,"secure",3,6,6,7,6,6,7,7,7,0.072533427843747,1,1,1,13,17372.6945191098,18940.6371124069,0,0,0,0,1,0.868498956318945
"Delphinium","tricorne",6,"1","41","41","41","41","41","41","41","41",1.16845584509838,"S3","NNR","G5","15953",1562324.00533128,1971866.14313863,1701103.14148342,1495143.31356849,1988970.09881858,1924599.1477659,"threatened",1,5,5,5,5,5,5,5,5,1.21099729570401,1,1,1,16,51154.0106753847,13583.8616463797,0,0,0,0,1,0.395643600961193
"Desmodium","canadense",6,"1","21","23","23","21","21","21","23","23",1.36077845165567,"SH","N5","G5","23487",1631401.18740945,2002802.79007135,1644249.74613788,1618552.62868101,2016530.73550698,1989074.84463572,"threatened",1,2,2,2,2,2,2,2,2,0.65019270245211,1,1,1,2,18170.6060107045,19414.2466185847,0,0,0,0,1,0.5310252700001
"Desmodium","viridiflorum",6,"1","24","24","41","41","41","24","24","24",0.244207789554481,"S4","NNR","G5","67165",1670882.63857844,1918833.51450654,1685525.12012413,1656240.15703276,1957156.83451001,1880510.19450308,"secure",1,2,2,2,2,2,2,2,2,0.345361968025102,1,1,1,2,20707.5959887056,54197.3589040605,0,0,0,0,1,0.370965636800975
"Diphasiastrum","tristachyum",6,"1","43","43","43","43","43","43","43","43",1.14918468499583,"S3","N4","G5","44565",1668314.7610377,1940842.89209274,1731332.19100232,1402915.57312626,1978257.0826782,1930836.11995704,"threatened",2,3,3,3,3,4,4,3,3,2.0672627191244,1,1,1,8,123364.780761501,17578.1059533783,0,0,0,0,1,0.141228494932875
"Dirca","palustris",6,"1","41","41","41","41","41","41","41","41",1.07818691787107,"S2","N4","G4","3771",1569488.09917525,1944991.74097749,1602420.09761965,1431106.49627988,1972425.98585419,1931240.50776756,"threatened",2,3,3,2,2,2,2,2,2,1.71983618332089,1,1,1,11,52984.6747548462,19336.5924072292,0,0,0,0,1,0.471726563293487
"Dodecatheon","meadia",6,"1","41","41","41","41","41","41","41","41",2.1092738025846,"S3","NNR","G5","41320",1532810.25021169,1975922.08035441,1629707.91406416,1458338.23131215,1988957.83409464,1955792.95249949,"threatened",2,5,5,5,4,4,4,4,4,2.5545874526511,1,1,1,21,42676.2874665908,7734.77141666802,0,0,0,0,1,0.866388785652816
"Drosera","rotundifolia",6,"1","43","43","43","22","43","43","21","22",1.69299634267892,"S3","N5","G5","27488",1523602.44009483,1939659.75196846,1639324.67935712,1402767.13543089,1964577.15549171,1891976.8858866,"threatened",2,5,5,5,5,5,5,5,5,1.89409899347314,1,1,1,8,121567.532472743,28346.3525364373,0,0,0,0,1,0.592920809751377
"Dryopteris","celsa",6,"1","41","41","41","41","41","41","41","41",2.51517452391772,"S3","NNR","G4","69734",1652468.02737906,2000165.03004922,1677189.47152644,1633416.71086641,2019364.42366334,1985423.91841151,"threatened",1,2,2,2,2,2,2,2,2,0.650609428628609,1,1,1,16,22272.6818007904,17226.5145427152,0,0,0,0,1,0.100549865048379
"Eleocharis","albida",6,"1","82","82","82","82","82","82","82","82",0.142288383299389,"S2","NNR","G4","66518",1697514.0892234,1930706.09188093,1724550.29214537,1683995.98776242,1954476.18873175,1883165.8981793,"threatened",1,2,2,2,2,2,2,2,2,0.113600519780094,1,1,1,3,23414.038552295,41171.0154464488,0,0,0,0,1,0.508579054614529
"Eleocharis","engelmannii",6,"1","23","21","23","23","23","23","23","23",0.422632414290685,"S4","N4","G4","68344",1709147.12308308,1939490.79943807,1790911.23287293,1623965.38484008,2013708.75625373,1894864.83545708,"secure",2,7,7,7,6,6,6,6,6,0.428218359116599,1,1,1,10,62917.4207306421,43568.8847763573,0,0,0,0,1,0.469269671477377
