"genus","species","kingdomKey","X2001_2019_change_index_mu","X2001_Land_Cover_mu","X2004_Land_Cover_mu","X2006_Land_Cover_mu","X2008_Land_Cover_mu","X2011_Land_Cover_mu","X2013_Land_Cover_mu","X2016_Land_Cover_mu","X2019_Land_Cover_mu","slope_mu","roundedSRank_mu","roundedNRank_mu","roundedGRank_mu","UID_mu","lat_mu","lon_mu","maxlat_mu","minlat_mu","maxlon_mu","minlon_mu","simple_status_mu","X2001_2019_change_index_sig","X2001_Land_Cover_sig","X2004_Land_Cover_sig","X2006_Land_Cover_sig","X2008_Land_Cover_sig","X2011_Land_Cover_sig","X2013_Land_Cover_sig","X2016_Land_Cover_sig","X2019_Land_Cover_sig","slope_sig","roundedSRank_sig","roundedNRank_sig","roundedGRank_sig","UID_sig","lat_sig","lon_sig","maxlat_sig","minlat_sig","maxlon_sig","minlon_sig","simple_status_sig","Random_Pred"
"Liparis","liliifolia",6,"1","41","41","41","41","41","41","41","41",1.01745264305152,"S3","N5","G5","55825",1612497.37039091,1954985.24727648,1768689.11699981,1399647.12304142,2025394.55038746,1859620.91764299,"threatened",1,5,5,5,5,5,5,5,5,0.751522276187437,1,1,1,13,108107.830577208,45568.3940030619,0,0,0,0,1,0.600689944811165
"Liparis","loeselii",6,"1","21","82","43","41","41","43","82","41",1.79668989226424,"S1","NNR","G5","18567",1518349.77926218,1977574.03656249,1629517.12546853,1403613.5446615,1994205.71611964,1965217.71437725,"threatened",1,4,4,4,4,4,4,4,4,1.37075845086878,1,1,1,4,117220.60760208,12100.7660037459,0,0,0,0,1,0.37155323731713
"Lobelia","elongata",6,"11","95","52","95","52","42","42","42","42",0.0889253242230744,"S3","N4","G4","28657",1726955.24671142,1902276.99345135,1730718.10705577,1723192.38636707,1908833.03211096,1895720.95479173,"threatened",2,2,2,2,2,2,2,2,2,0.0779663476977042,1,1,1,2,5321.4881322968,9271.63878787016,0,0,0,0,1,0.711877332534641
"Ludwigia","decurrens",6,"1","22","22","22","22","11","22","90","90",1.01441745055321,"S2","N5","G5","27489",1620083.2489922,1898412.08974324,1632917.91908557,1610603.35965259,1953061.13440074,1874185.97881589,"threatened",2,5,5,4,5,4,4,4,4,0.520634638650868,1,1,1,6,7828.87775098114,28211.9661573842,0,0,0,0,1,0.912883278913796
"Ludwigia","linearis",6,"1","23","23","23","23","23","23","23","23",0.199558923258019,"S4","NNR","G5","68012",1732123.11370516,1906066.05629228,1748506.23281933,1710677.00434984,1946655.88086942,1878286.6239201,"secure",2,4,4,3,3,3,3,3,3,0.267049673443234,1,1,1,5,16702.3853545406,31892.8891329398,0,0,0,0,1,0.67665500799194
"Lupinus","perennis",6,"1","90","90","90","90","90","90","90","90",0.385732240631659,"S2","N4","G5","67067",1707268.37686188,1929458.63407645,1758946.49932295,1615392.59311346,1985286.88907447,1875345.61894919,"threatened",1,5,5,5,5,5,5,5,5,0.479684137729667,1,1,1,8,49841.9443900753,33384.3900622295,0,0,0,0,1,0.433454577578232
"Lycaena","phlaeas",1,"1","81","81","81","81","81","81","81","81",1.01574069364376e+33,"S5","N5","G5","72756",1628279.4973963,1956185.70788671,1793770.12499427,1413665.48881856,2024460.04813452,1870100.02477794,"secure",3,15,14,14,14,14,14,14,14,5.69767603865437e+33,1,1,1,156,79255.7280975563,31811.0038288947,0,0,0,0,1,0.922457374399528
"Lycopodiella","alopecuroides",6,"1","90","90","90","90","95","90","90","90",0.108271228372559,"S4","NNR","G5","48258",1764940.28748944,1884972.52533254,1765047.60852099,1764794.33057234,1885239.46878141,1884783.01613905,"secure",2,2,2,2,2,3,2,2,2,0,1,1,1,3,130.984650081279,237.874550150287,0,0,0,0,1,0.815295926993713
"Lygodium","palmatum",6,"1","41","41","41","42","42","41","41","41",0.859120634681826,"S2","N4","G4","1713",1638899.95719751,1950870.55251065,1644958.3191263,1632471.96565101,1960575.60510114,1942147.71107953,"threatened",2,3,3,3,4,4,4,4,4,0.377112491315936,1,1,1,6,4363.61016045936,8072.3813129781,0,0,0,0,1,0.389751427341253
"Lysimachia","hybrida",6,"1","24","24","24","24","24","24","24","24",1.18859948078618,"S2","N5","G5","69715",1677771.08876741,2007734.77794867,1677771.08876741,1677771.08876741,2007734.77794867,2007734.77794867,"threatened",1,1,1,1,1,1,1,1,1,0,1,1,1,2,0,0,0,0,0,0,1,0.40768522862345
"Lysimachia","lanceolata",6,"1","82","82","82","82","82","82","82","82",0.554518996435699,"S3","N5","G5","52708",1681693.05186236,2009985.40808685,1681699.41788212,1681686.6858426,2009986.18715781,2009984.62901589,"threatened",1,1,1,1,1,1,1,1,1,0,1,1,1,2,9.00291148395123,1.10177271736583,0,0,0,0,1,0.148552926955745
"Macrochilo","hypocritalis",1,"1","22","22","22","22","22","22","22","22",0.862550252767025,"S4","NNR","G4","71130",1631682.36759231,1953395.9004986,1659051.27037652,1592802.20247867,2003348.62659539,1939546.04816562,"secure",2,8,8,8,8,9,8,8,8,0.239613930571872,1,1,1,30,13245.2227218801,12207.2433237473,0,0,0,0,1,0.667064008768648
"Magnolia","tripetala",6,"1","41","41","41","41","41","41","41","41",1.18674894140681,"S3","N5","G5","14775",1634036.44325198,1985519.75355063,1665312.85160255,1575692.13859682,2020054.00489185,1912686.27388347,"threatened",3,9,9,9,9,9,9,9,9,0.458134954286414,1,1,1,44,16133.088046165,24665.4759616288,0,0,0,0,1,0.251965353498235
"Maianthemum","stellatum",6,"1","90","90","90","90","90","90","90","90",1.31898000844111,"S2","N5","G5","4043",1583285.11748982,1945301.26099721,1614170.79877019,1554412.79064455,1962017.22817823,1929188.17144306,"threatened",1,4,4,4,4,4,4,4,4,1.67564577429238,1,1,1,10,17972.7953978957,11566.1482686795,0,0,0,0,1,0.361735064303502
"Malaxis","unifolia",6,"1","43","43","43","43","24","24","43","24",0.514695834761908,"S2","N5","G5","47883",1683744.91800169,1872553.84931342,1684657.48923214,1682832.34677125,1875959.53672179,1869148.16190505,"threatened",1,2,2,2,2,2,2,2,2,0.319979407583968,1,1,1,2,1290.57061073003,4816.36932212222,0,0,0,0,1,0.02425397769548
"Matelea","carolinensis",6,"1","41","41","41","41","41","41","41","41",0.688016276335142,"S2","N4","G4","48631",1638115.10320912,1918026.13792863,1647728.90969455,1624382.05597334,1928002.5644276,1900319.62105156,"threatened",1,2,2,2,2,2,2,2,2,0.195764233203487,1,1,1,3,12206.3509264432,15375.371911938,0,0,0,0,1,0.833093616180122
"Matteuccia","struthiopteris",6,"1","41","41","41","41","41","41","41","41",1.54531424889439,"S2","N5","G5","45083",1621177.44932619,1972218.43812617,1702742.34169664,1441834.16751274,2021015.59259648,1917090.10802788,"threatened",1,10,10,10,10,10,10,10,10,1.07813189702337,1,1,1,55,44531.2754721922,28741.7949194694,0,0,0,0,1,0.0192513361107558
"Mecardonia","acuminata",6,"1","90","90","90","90","90","90","90","90",0.392701657663706,"S2","NNR","G5","64130",1679650.09397736,1900843.11860809,1762601.72221501,1638174.27985853,1912686.27388347,1877156.80805734,"threatened",1,1,1,1,1,1,1,1,1,0.282528377803305,1,1,1,3,71838.2173390908,20512.9466588818,0,0,0,0,1,0.566627153428271
"Melica","mutica",6,"1","41","41","41","41","41","41","41","41",0.638415522385256,"S3","N5","G5","69831",1603435.78713688,1931133.69526936,1605209.60872241,1599888.14396582,1931451.63001989,1930974.7278941,"threatened",1,1,1,1,1,1,1,1,1,0.552884060555945,1,1,1,3,3072.3491097012,275.339570701568,0,0,0,0,1,0.0581661611795425
"Melothria","pendula",6,"1","22","22","22","22","22","22","22","22",0.336935518303902,"S4","N4","G5","64199",1703006.8226436,1872235.56364942,1792773.52930836,1620597.13058031,1938036.87657839,1854162.30688933,"secure",1,6,6,6,6,6,6,6,6,0.491315304698042,1,1,1,14,61574.7750964399,23560.7305965678,0,0,0,0,1,0.0408142139203846
"Metaxaglaea","semitaria",1,"1","41","22","22","41","41","41","41","41",0.771197297608348,"S4","NNR","G5","78756",1626036.30796224,1945025.2267722,1675666.29104735,1517103.71271552,1996266.84335243,1869148.70295782,"secure",2,5,5,5,5,5,5,5,5,0.339961770465717,1,1,1,7,50059.8305827226,37656.9100504205,0,0,0,0,1,0.0780424051918089
"Moehringia","lateriflora",6,"1","23","23","21","21","21","21","23","23",1.38934800059864,"S1","N5","G5","66033",1410449.14647424,1947180.84771928,1411272.39073431,1409625.90221417,1949388.91340132,1944972.78203723,"threatened",1,2,2,2,2,2,2,2,2,1.24930038483575,1,1,1,2,1164.24319773338,3122.6764341556,0,0,0,0,1,0.901348520768806
"Monarda","clinopodia",6,"1","41","81","81","41","41","81","81","41",3.10781086396872,"S3","N5","G5","21442",1529341.14064734,1972620.99979418,1655610.20782977,1423156.60540008,1998292.33553413,1942194.23793316,"threatened",1,6,6,6,6,6,6,6,6,3.05204734978778,1,1,1,15,65262.1880910914,20018.9415111158,0,0,0,0,1,0.946446289308369
"Monotropsis","odorata",6,"1","81","81","81","81","81","81","81","81",1.2978193740664,"S1","N3","G3","55338",1616420.40775431,1991952.95042037,1622059.2105019,1611919.48008967,2004710.89060993,1982293.73124766,"threatened",1,2,2,2,2,2,2,2,2,0.605362529910754,1,1,1,4,4253.60252119339,10547.2670322864,0,0,0,0,1,0.224247118923813
"Myosotis","macrosperma",6,"1","41","41","41","41","41","41","41","41",1.11295568644843,"S3","NNR","G5","8069",1625877.02965358,1941803.93268191,1677771.08876741,1577090.835451,2007734.77794867,1874259.70233674,"threatened",2,4,4,4,4,4,3,4,4,0.690363267297078,1,1,1,10,31856.717786541,40480.3098052686,0,0,0,0,1,0.333608117187396
"Myosotis","verna",6,"1","24","24","24","24","24","24","24","24",0.957638028830751,"S3","NNR","G5","62897",1663336.1667904,1986198.48767578,1677771.08876741,1634466.32283636,2007734.77794867,1943125.90713,"threatened",1,2,2,2,2,2,2,2,2,0.400036969376689,1,1,1,3,25002.0182674832,37301.9489591916,0,0,0,0,1,0.143501653103158
"Myriophyllum","heterophyllum",6,"2","11","11","11","11","81","11","31","11",1.82057891055127,"S1","N4","G5","62847",1539064.74242735,1986439.65818359,1674451.80321825,1403677.68163645,2024448.20780419,1948431.10856299,"threatened",2,2,2,2,2,2,2,2,2,0.0823775898658914,1,1,1,2,191466.21754032,53752.2063595789,0,0,0,0,1,0.837215243140236
"Myriophyllum","humile",6,"1","41","41","41","41","41","41","41","41",6.10407930633209,"S4","NNR","G5","65029",1600948.72338622,1971502.82271343,1632481.89051271,1569415.55625973,1995057.53025698,1947948.11516988,"secure",1,1,1,1,1,1,1,1,1,7.71906756936898,1,1,1,2,44594.6326148582,33311.3868658194,0,0,0,0,1,0.256324490066618
"Nastra","lherminier",1,"1","41","41","41","41","71","41","41","43",0.994159365555145,"S5","N5","G5","101914",1639091.33694991,1965934.19518059,1784810.43034865,1446347.32559757,2028390.46849903,1865218.58757303,"secure",6,12,12,12,12,12,12,12,13,0.638125563142255,1,1,1,122,42183.9237491288,27865.8783757284,0,0,0,0,1,0.452337766299024
"Nelumbo","lutea",6,"1","11","11","11","11","11","11","11","11",1.09215710107247,"S4","N4","G4","48166",1635540.63696946,1949101.97333446,1794589.52757199,1465129.56884019,2010069.76438659,1868543.33253891,"secure",3,7,7,8,5,8,8,7,8,1.21457769804471,1,1,1,18,95338.3345031615,55123.7172969215,0,0,0,0,1,0.169914859812707
"Oryzopsis","asperifolia",6,"1","21","21","21","21","21","21","21","21",1.72686921316961,"S2","NNR","G5","66138",1480380.05585611,1984701.19727269,1480600.28933813,1480263.25899226,1984709.06993823,1984687.52216773,"threatened",1,2,2,2,2,2,2,2,2,0,1,1,1,3,190.844737926599,11.8881382378336,0,0,0,0,1,0.0886080840136856
"Oxydendrum","arboreum",6,"1","90","24","24","90","24","90","90","90",0.508085689600006,"S1","N5","G5","69409",1648015.85747297,1928249.72631513,1657857.4350874,1638174.27985853,1943813.17874678,1912686.27388347,"threatened",1,2,2,2,2,2,2,2,2,0.0675057916458489,1,1,1,2,13918.0925374773,22010.0455061937,0,0,0,0,1,0.557393751107156
"Packera","anonyma",6,"1","43","41","41","43","41","43","43","41",1.27696677339501,"S4","N5","G5","47321",1638440.02141176,1970698.1325363,1677771.08876741,1622898.19554028,2026583.57538294,1891976.8858866,"secure",1,7,7,7,7,7,7,7,7,0.832752403467508,1,1,1,13,17419.4303684663,39606.5452249274,0,0,0,0,1,0.271395314484835
"Packera","antennariifolia",6,"1","41","41","81","41","41","81","81","81",1.19809265766898,"S3","NNR","G4","5959",1472391.51789423,1990758.25418156,1472449.38636472,1472333.64942375,1990866.90593052,1990649.60243261,"threatened",1,2,2,2,2,2,2,2,2,0,1,1,1,2,81.8383757954469,153.656776943461,0,0,0,0,1,0.705026530660689
"Panoquina","panoquin",1,"1","95","95","95","95","95","95","95","95",4.0520894849587e+30,"S4","N5","G5","75158",1730113.50331199,1898481.0452774,1795001.80226277,1683283.53615806,1955834.04679734,1843773.88430938,"secure",1,7,7,7,7,7,7,7,7,1.85690067875579e+31,1,1,1,21,44831.3162825468,41599.0025866507,0,0,0,0,1,0.347761423327029
"Papilio","cresphontes",1,"1","41","41","41","41","41","41","41","41",1.87472014018078,"S2","N5","G5","86436",1590018.99814018,1980056.33738387,1720343.52660046,1482619.8744149,2033289.63487903,1882086.72218735,"threatened",2,11,11,11,11,11,11,11,11,2.00117110142286,1,1,1,42,76699.3623007292,30698.7616130374,0,0,0,0,1,0.0467069044243544
"Papilio","polyxenes",1,"1","21","21","22","21","22","21","21","21",1.0700918199773,"S5","N5","G5","79403",1638091.10494399,1953215.02780811,1704520.4902522,1570469.04346138,2032641.19706792,1888395.75977595,"secure",2,9,9,9,9,9,9,9,9,0.90160980940197,1,1,1,33,32846.0404366511,39920.3708322587,0,0,0,0,1,0.10183790512383
"Parrhasius","m-album",1,"1","41","41","41","21","21","21","21","21",4.6258218174985e+32,"S4","N5","G5","103274",1623599.22110953,1954784.96969021,1710085.92976677,1415262.9267561,2015361.33879278,1844552.7961573,"secure",5,13,14,14,14,14,14,13,13,4.23963572601302e+33,1,1,1,84,49160.0832073964,33002.3811924119,0,0,0,0,1,0.637684852583334
"Passiflora","lutea",6,"1","21","21","21","21","21","21","21","21",3.29389375367387e+32,"S4","N5","G5","52538",1652459.16191759,1917001.02000183,1770010.29848734,1553525.32705011,2003407.50279506,1857744.03872866,"secure",2,11,11,11,11,11,11,11,11,1.7026613462055e+33,1,1,1,62,44784.7575353212,32594.4939925922,0,0,0,0,1,0.602241205982864
"Pedicularis","lanceolata",6,"1","21","21","21","21","21","21","21","21",1.129625460507,"S1","NNR","G5","69166",1572560.85303239,1974202.1481793,1686313.78165682,1482872.0336354,2003407.50279506,1912686.27388347,"threatened",1,3,3,3,3,3,3,3,3,1.00931433580186,1,1,1,4,105405.558594682,41469.428013239,0,0,0,0,1,0.242017109645531
"Penstemon","digitalis",6,"1","21","41","41","21","21","21","21","21",4.3942594256741e+31,"S4","NNR","G5","17429",1632226.84716192,1955334.9492521,1785350.01915158,1466600.5131882,2027663.65902419,1865234.09903239,"secure",3,13,13,13,13,13,13,13,13,4.09869233208707e+32,1,1,1,87,56007.0872546174,37712.0817583718,0,0,0,0,1,0.798866283614188
"Persicaria","hydropiperoides",6,"1","41","41","41","41","41","41","21","21",0.655220278289955,"S5","N5","G5","54789",1644749.19979343,1939059.63047772,1736789.31389436,1436368.83220342,1999640.38212027,1885860.09333679,"secure",3,9,9,9,9,9,9,9,9,0.431819567271448,1,1,1,18,71190.7709960852,33014.5906713959,0,0,0,0,1,0.742202271241695
"Phacelia","covillei",6,"1","41","41","41","41","41","41","41","41",0.735764078315237,"S2","N3","G3","40558",1620859.19332188,1929393.23747376,1644715.71838196,1600860.94289388,1931598.29033691,1921875.27150694,"threatened",1,4,4,4,4,4,4,4,4,0.56709613966491,1,1,1,17,18537.7577126261,2321.11651639804,0,0,0,0,1,0.459110889350995
"Phacelia","purshii",6,"1","41","41","41","41","41","41","41","41",1.45380392837248,"S3","N5","G5","15090",1578576.67948706,1949249.94574039,1606109.60000319,1554531.33745838,1962437.65875825,1930806.31818316,"threatened",1,6,6,6,6,6,6,6,6,0.812008396309884,1,1,1,22,19961.0288846695,14556.7531907944,0,0,0,0,1,0.0733805855270475
"Phegopteris","connectilis",6,"1","43","43","43","43","43","43","43","43",2.15533612222747,"S2","NNR","G5","14894",1505166.99519493,1972746.72308964,1670915.70771495,1401168.25627402,2012041.22676378,1954100.30893447,"threatened",1,3,3,3,3,3,3,3,3,1.44573003383684,1,1,1,5,126645.183013675,23586.3051872704,0,0,0,0,1,0.253482885891572
"Phlox","stolonifera",6,"1","41","41","41","41","41","41","41","41",2.76735538333356,"S4","N4","G4","14916",1479122.38682753,1959922.06185345,1645753.64324585,1405025.18291151,1987127.98985853,1925538.18910452,"secure",1,4,4,4,4,4,4,4,4,1.7110495868231,1,1,1,11,100243.143016334,20340.8758785943,0,0,0,0,1,0.366064628353342
"Pholisora","catullus",1,"1","21","21","21","21","21","21","21","21",0.761291341692472,"S5","N5","G5","87261",1641963.12878363,1961902.43487852,1720840.89782625,1551758.15576808,2032641.37476431,1876793.51792678,"secure",4,11,12,12,12,12,12,12,12,0.473698041081154,1,1,1,79,32981.7952316892,31851.2478660577,0,0,0,0,1,0.407849379582331
"Phyciodes","tharos",1,"1","41","21","21","21","21","21","21","21",1.79763272435319e+32,"S5","N5","G5","81148",1621877.07755603,1952354.44779903,1792956.86032225,1401989.37578168,2033071.82886021,1846376.85949598,"secure",10,15,15,15,15,15,15,15,15,3.55502305591047e+33,1,1,1,1932,58044.6547595283,29593.6113611173,0,0,0,0,1,0.232013038825244
"Phyllanthus","caroliniensis",6,"1","41","41","41","41","21","41","21","41",0.691926938206478,"S3","NNR","G5","68920",1620323.06025976,1919200.83764454,1666177.54833575,1574286.93776319,1988239.87034195,1858918.8776856,"threatened",1,4,4,4,4,4,4,4,4,0.438984940587298,1,1,1,6,35824.9526933785,45978.9318638873,0,0,0,0,1,0.250230784993619
"Picea","rubens",6,"1","41","90","90","90","41","41","41","41",2.45661256406139,"S3","N5","G5","29035",1404416.07639185,1959523.10122975,1406489.88621324,1402342.26657046,1960636.47051696,1958409.73194254,"threatened",1,2,2,2,2,2,2,2,2,0.371562168661373,1,1,1,2,2932.80997519238,1574.54194590064,0,0,0,0,1,0.708629664033651
"Pieris","virginiensis",1,"1","41","41","41","41","41","41","41","41",4.69362380574661,"S1","N3","G2","78925",1418740.83479516,1948892.3307856,1424070.83212198,1403767.58928809,1970834.75213973,1941510.41238011,"threatened",1,1,1,1,1,1,1,1,1,0.824158650810423,1,1,1,4,9993.25055932588,14628.4670524687,0,0,0,0,1,0.949853621888906
"Pilea","fontana",6,"1","90","90","90","90","21","90","90","90",1.0758193121302,"S3","NNR","G5","69650",1631060.71024728,1908728.94845835,1638174.27985853,1623947.14063602,1912686.27388347,1904771.62303323,"threatened",1,2,2,2,2,2,2,2,2,0.735390797151561,1,1,1,2,10060.1066211209,5596.50328692753,0,0,0,0,1,0.337332546478137
"Pinus","echinata",6,"1","90","90","90","90","90","90","90","90",0.972545910364745,"S4","N5","G5","63355",1703979.90907892,1910781.87798334,1766551.69505554,1567432.10169289,1998850.21765926,1855810.99345059,"secure",1,7,7,7,7,7,7,7,7,1.88227029550534,1,1,1,17,79335.7376840778,42417.8982967466,0,0,0,0,1,0.493905384326354
"Pinus","serotina",6,"1","42","42","42","42","42","42","42","42",0.164913832681097,"S4","N5","G5","63231",1758513.36601296,1890479.3175098,1766551.69505554,1737842.59919002,1907837.53343279,1881334.28224397,"secure",1,2,2,2,2,2,2,2,2,0.115532816284245,1,1,1,4,13875.8291492386,12509.1879974605,0,0,0,0,1,0.708029434084892
"Pityopsis","graminifolia",6,"1","42","22","42","22","22","42","42","42",0.210782181872737,"S4","NNR","G5","67919",1739552.61868119,1898601.09422098,1768310.63863047,1627071.48263508,1941821.77871715,1881545.35815788,"secure",2,9,8,9,9,9,9,8,8,0.194022978338047,1,1,1,11,54314.5724312808,21412.0975793883,0,0,0,0,1,0.569368464872241
"Platanthera","ciliaris",6,"1","41","41","41","41","41","41","41","41",4.1357340585587,"S2","N5","G5","21915",1566411.46475053,1985199.31958147,1575138.85610041,1558299.55797119,1993608.80766534,1973502.5390468,"threatened",2,6,6,6,6,6,6,6,6,2.77159801313212,1,1,1,23,5196.12413729817,7135.45128932428,0,0,0,0,1,0.628478239756078
"Platanthera","cristata",6,"1","90","90","90","90","90","90","42","90",0.146842801172355,"S3","NNR","G5","50171",1754892.85307207,1896110.30517271,1768174.54167055,1729117.28816853,1933621.64500418,1869345.67017161,"threatened",2,5,6,6,6,6,6,5,5,0.0833191687737683,1,1,1,7,16180.0195670226,24796.1851205623,0,0,0,0,1,0.550580666400492
"Platanthera","flava",6,"1","81","81","81","81","81","81","81","81",1.63132513271252,"S2","NNR","G4","18129",1581008.65985217,1945880.03374276,1653931.93656667,1444172.50495658,1979736.45004977,1924568.80802384,"threatened",1,5,5,5,5,5,5,5,5,1.57232568391151,1,1,1,6,102512.028972764,23813.0509172798,0,0,0,0,1,0.117590608773753
"Platanthera","grandiflora",6,"1","43","41","43","41","81","81","81","43",2.05266881713337,"S2","NNR","G5","17782",1561394.42086008,1993844.69680246,1566332.26300146,1555984.39071294,2007020.55282959,1974505.62621489,"threatened",1,3,3,3,3,3,3,3,3,1.12867399062655,1,1,1,3,5190.0709397343,17111.2250724008,0,0,0,0,1,0.378231961280107
"Platanthera","peramoena",6,"1","41","41","41","41","41","41","41","41",0.987334929009184,"S1","N5","G5","51577",1614386.25373936,1967258.46771232,1623547.63985774,1583428.15747793,1995703.56748504,1941451.73772185,"threatened",1,7,7,7,7,7,7,7,7,0.275337035397772,1,1,1,18,10873.6163794382,13471.4183756857,0,0,0,0,1,0.305973319336772
"Platanthera","shriveri",6,"1","81","81","81","81","81","81","81","81",2.8818236159936,"S1","N1","G1","51104",1564340.52590279,1988155.27761351,1571145.94082286,1560086.79788783,1994677.89416512,1981324.93882337,"threatened",1,2,2,2,2,2,2,2,2,2.04905862454672,1,1,1,5,4703.76245696674,5446.08553307871,0,0,0,0,1,0.621998554328457
"Pluchea","camphorata",6,"1","41","41","41","41","41","41","41","21",0.716588315507158,"S2","NNR","G5","31795",1636024.64798398,1930223.04859389,1648737.99509135,1622764.22785413,1954549.92530564,1890422.49122052,"threatened",2,2,2,2,2,2,2,2,3,0.361542381942298,1,1,1,3,12995.5227979559,34751.3747281889,0,0,0,0,1,0.371754051884636
"Poa","alsodes",6,"1","41","41","41","41","41","41","41","41",15.6980729727962,"S4","N4","G4","66078",1447299.71958135,1968429.89311832,1447602.53563377,1447142.82047668,1968626.51640052,1968049.45749311,"secure",1,1,1,1,1,1,1,1,1,0.672758709046364,1,1,1,6,234.611718623272,294.739856468111,0,0,0,0,1,0.878607973689213
"Poa","palustris",6,"1","42","41","42","41","42","42","42","41",2.19553625211299,"S1","N5","G5","62969",1415494.37002042,1966662.49223875,1424961.7371522,1406027.00288864,1979699.34580584,1953625.63867166,"threatened",1,2,2,2,2,2,2,2,2,0.210509630991352,1,1,1,2,13388.8789977322,18436.8951252509,0,0,0,0,1,0.573868687730283
"Poa","saltuensis",6,"1","41","41","41","41","41","41","41","41",1.03580470014032,"S1","N5","G5","64462",1434608.9805949,1974218.2719725,1455418.88260053,1413799.07858927,1987495.5411456,1960941.0027994,"threatened",1,1,1,1,1,1,1,1,1,1.21251012118971,1,1,1,2,29429.6456480127,18776.8941358746,0,0,0,0,1,0.329903524369001
"Poanes","aaroni",1,"1","21","21","21","21","21","21","21","82",0.046980122876034,"S4","N4","G4","71773",1697284.70215834,1929085.50276784,1750488.46552735,1682171.68575314,1961111.90388424,1843789.95270989,"secure",2,5,5,5,5,5,5,5,5,0.0593067576431414,1,1,1,19,20689.4514848247,38796.7304142558,0,0,0,0,1,0.473016632487997
"Poanes","massasoit",1,"1","81","81","81","81","81","81","81","81",0.940863633101928,"S4","N4","G4","103228",1621494.34560991,1969363.34021867,1717904.35954913,1590339.02642931,2018906.76826297,1891764.46583262,"secure",2,8,7,7,8,7,7,7,7,0.628450968499142,1,1,1,15,37967.4653087366,39463.55035167,0,0,0,0,1,0.526964788325131
"Poanes","viator",1,"1","21","21","21","21","21","21","21","21",8.21410832110112e+32,"S4","N5","G5","97074",1678665.12665217,1931700.76521498,1793653.8641785,1611392.69266275,2014513.35305133,1843721.29169708,"secure",5,13,13,13,13,13,13,13,13,8.90561822367991e+33,1,1,1,249,37118.1091445721,33746.62792197,0,0,0,0,1,0.443646667758003
"Pogonia","ophioglossoides",6,"1","22","22","22","22","22","22","22","22",0.754865126997818,"S3","NNR","G5","16229",1640421.3896561,1923369.62525172,1765635.6443845,1407121.02842417,1942957.57386756,1898812.90643026,"threatened",1,7,7,7,7,7,7,7,7,0.537978413900323,1,1,1,13,86573.4792317789,13503.3868234244,0,0,0,0,1,0.853229369735345
"Polites","mystic",1,"1","21","21","21","21","21","21","21","21",1.62457956051797,"S3","N5","G5","91715",1430672.17459886,1959714.69055268,1600846.06762954,1408025.5551586,1983005.2791418,1923107.47136663,"threatened",1,7,7,7,7,7,7,7,7,0.667877222047655,1,1,1,32,34026.4052736884,23934.9468630167,0,0,0,0,1,0.181577266892418
"Polites","origenes",1,"1","41","41","41","41","41","41","41","41",1.25573194126639,"S5","N4","G5","100038",1623371.08334573,1960512.84330641,1649823.17889067,1441486.15344588,2017765.9831101,1875089.70435928,"secure",1,10,10,10,10,10,10,10,10,0.675923136629623,1,1,1,57,34270.6067351843,31889.4103953198,0,0,0,0,1,0.320248400559649
"Polites","peckius",1,"1","21","21","21","21","21","21","21","21",1.06293232702525,"S5","N5","G5","93375",1614086.49684195,1959519.41652259,1699914.50034221,1402717.30759857,2034754.43391921,1886245.29759473,"secure",6,15,15,15,15,15,15,15,15,0.857779626064291,1,1,1,897,46460.9359414984,22905.216500676,0,0,0,0,1,0.824632526608184
"Polites","themistocles",1,"1","21","21","21","21","21","21","21","21",1.15750891408793,"S5","N5","G5","76152",1622833.40845774,1964523.07734669,1768056.7421338,1419023.72207299,2032641.55246078,1876460.56818093,"secure",6,12,12,12,12,12,12,12,13,0.839514108895562,1,1,1,137,47703.456594685,25389.4176207928,0,0,0,0,1,0.618458498967811
"Polygala","curtissii",6,"1","52","52","52","52","52","52","52","52",0.881067208446148,"S5","N5","G5","58248",1633028.4520327,1937041.3904719,1638791.05494305,1617771.06851149,1950326.60809406,1878710.19987649,"secure",1,5,5,5,5,5,5,5,5,0.326524999855585,1,1,1,9,6231.92112790641,23688.9281478807,0,0,0,0,1,0.68882076186128
"Polygala","incarnata",6,"1","24","43","24","24","24","43","24","24",0.252904751573665,"S2","NNR","G5","68792",1661644.53089882,1886243.54019484,1685525.12012413,1637763.94167351,1891976.8858866,1880510.19450308,"threatened",1,2,2,2,2,2,2,2,2,0.357661329664076,1,1,1,2,33772.2531598901,8108.17523506061,0,0,0,0,1,0.720114375930279
"Polygala","senega",6,"1","41","41","21","41","41","41","21","41",4.32102310597895,"S2","N4","G4","11454",1481558.28683218,1982687.00701331,1485343.95899257,1474701.1455128,1986523.99958769,1978372.25787389,"threatened",1,2,2,2,2,2,2,2,2,2.72754580168226,1,1,1,8,4355.0202704133,3371.60235879979,0,0,0,0,1,0.180146217346191
"Polygonella","articulata",6,"1","52","52","52","52","43","43","43","43",0.559975170820153,"S5","NNR","G5","29148",1703947.39924691,1914977.25278123,1766447.74704057,1645309.63779178,1939928.62220118,1883799.9268718,"secure",2,4,4,4,4,3,3,3,3,0.6289166297402,1,1,1,5,55437.8110472218,26807.424843149,0,0,0,0,1,0.408544572303072
