"accuracy","oob_accuracy","threat_acc","sec_acc","n_threat","n_sec","in_auc","out_auc","mod","mtry"
0.818181818181818,0.823406576408974,0.582964270914271,0.913712010069467,8,3,0.903779761904762,0.75,89,87
0.909090909090909,0.818430314077194,0.596848828229995,0.901486151361007,8,3,0.875029761904761,1,90,34
0.909090909090909,0.775040995282484,0.53739586390218,0.864359157772542,8,3,0.881056547619048,0.916666666666667,91,142
0.818181818181818,0.791989297183373,0.532773455063455,0.889273192375284,8,3,0.881875,0.875,92,2
0.727272727272727,0.770999596459169,0.58693302436126,0.840094435046427,8,3,0.879494047619047,1,93,148
0.909090909090909,0.823623760917954,0.637636125356125,0.893271587139817,8,3,0.871398809523809,1,94,56
0.818181818181818,0.82056430139573,0.654918710918711,0.882688209941275,8,3,0.894940476190476,0.916666666666667,95,150
0.818181818181818,0.812577796747119,0.616699567573709,0.886110677982115,8,3,0.879821428571428,0.958333333333333,96,149
0.727272727272727,0.850469340323589,0.678856177156177,0.914738348194085,8,3,0.929464285714285,0.791666666666667,97,101
0.818181818181818,0.839924024350619,0.64526994465419,0.91302532703282,8,3,0.901041666666666,0.875,98,134
0.909090909090909,0.793118418308042,0.557990844340844,0.881354340404886,8,3,0.893720238095238,0.833333333333333,99,2
0.545454545454545,0.809043990967682,0.523027345160286,0.91616140034931,8,3,0.910625,0.583333333333333,100,2
