internalTaxonId,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,taxonomicNotes
21215164,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,melaleucus,,,,"Handlirsch, 1888","Several of these nominal taxa&#160;placed in synonymy&#160;have been treated as separate species. <em>Bombus volucelloides</em> is closely similar to <em>B. melaleucus</em>, but has been considered to be a separate species (e.g. Milliron 1973b, Asperen de Boer 2007). There is very little material available of the males in this group from South America, but the males of <em>B. vogti</em> are distinctly different in the morphology of the genitalia. <em>B. nigrothoracicus</em> seems more likely to be conspecific with <em>B. vogti</em> than with<em> B. ecuadoris</em>. Thus <em>B. melaleucus</em> is&#160;interpreted&#160;here in a broad sense, to include such variation that is not yet well understood. While awaiting more evidence from critical studies of patters of variation, they are treated initially as parts of a single variable species.For this species, the oldest available known name is <em>B. melaleucus</em>, which becomes the valid name. The name <em>volucelloides </em>has been in most common use for just a part of this species. However, it seems premature to conserve <em>B. volucelloides</em> by suppressing <em>B. melaleucus</em> until the taxa are better understood,&#160;because&#160;the name <em>B. melaleucus</em> might yet be required for a separate species (http://www.nhm.ac.uk/bombus, Williams 2013)."
21215169,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,mexicanus,,,,"Cresson, 1878",Williams 1998 and Cameron <em>et al.</em> 2007 upheld the species status as unique.
21215140,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,morio,,,,"(Swederus, 1787)",
21215146,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,nevadensis,,,,"Cresson, 1874","Williams (2014) provides a detailed review of the taxonomic status of this species. In short, a number of authors have regarded this species as conspecific with <em>B. auricomus</em>, while other authors have treated them as separate. Williams (2014) and Williams <em>et al</em>. (2014) considers them separate based on morphological and colour patterns (Williams 1998), allozymes (Scholl <em>et al.</em> 1992), and DNA sequence data (Cameron <em>et al.</em> 2007, and more recent unpublished work)."
21215138,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,opifex,,,,"Smith, 1879",
21215172,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,pensylvanicus,,,,"(DeGeer, 1773)","<p>Recent DNA barcodes support that <em>Bombus sonorus</em> is conspecific with <em>B. pensylvanicus</em> (Williams<em> et al. </em>2014). A population from the south of Mexico (state of Chiapas) is morphologically and genetically distinct from the rest of North America, and could be a separate undescribed species. Further sampling is needed to clarify the situation.</p>"
21215158,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,pullatus,,,,"Franklin, 1913","<em>Bombus pullatus</em> Franklin was first described by Franklin (1913). <em>Bombus niger </em>is a synonym for this species, however Williams (1998) stated that the lectotype of <em>B. niger</em> is conspecific with <em>B. pullatus</em> (as suggested by Labougle, 1990, see also Milliron, 1962,&#160;Williams/NHMUK&#160;2013).<br/>Cross mis-identifications with <em>B. atratus</em> Franklin (1913) are common in many collections, and molecular analyses are required to separate clearly the two species."
21215136,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,robustus,,,,"Smith, 1854","<em>Bombus robustus</em> is closely similar in morphology to <em>B. vogti,</em>&#160;but has been considered a separate species (e.g., Milliron 1973b, Asperen de Boear 2007). <em>Bombus vogti</em> and <em>B. robustus</em> are usually separated using colour. Although <em>B. rosbustus</em> is variable in colour, the name is applied to individuals with extensive yellow bands, whereas the name <em>B. vogti </em>is used for individuals that lack yellow bands and are often most completely black. There is still very little material available about males of these species, although there are slight differences in the morphology of the genitalia. While awaiting more evidence from critical studies of patterns of variation, these species are treated separately (http://www.nhm.ac.uk/bombus, Williams 2013)."
21215156,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,rohweri,,,,"(Frison, 1925)","<em>Bombus funebris</em> and <em>B. rohweri</em> have been regarded both as conspecific (Milliron 1962) and as separate species (Frison 1925a, Asperen de Boer 1993a, Williams 1998). They have been distinguished with reference to subtle morphological characters as well as to the consistently and strongly differing color patterns. Both Asperen de Boer (1993a) and G. Chavarría (pers comm.) found that they co-occur at some localities without intermediate colour patterns. Further evidence is awaited (http://www.nhm.ac.uk/bombus, Williams 2013).<em><br/></em>"
21215152,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,rubicundus,,,,"Smith, 1854",
21215134,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,rubriventris,,,,"Lepeletier, 1835","This specimen was collected at least 180 years ago and possibly more than 200 years ago. Given the high level of survey effort applied to bumblebees in general and the knowledge that there is only one other bumble bee species (among <em>ca</em>. 250 species) known from a single specimen, it seems reasonable to infer from available information that <em>B. rubriventris</em> is likely to be extinct. However, the location of the type locality remains uncertain. Although there is no reason to challenge the original description placing the type locality in Brazil, there are reasons to doubt whether a label“St. Domingue.” (interpreted by later authors as placing the type locality either in Goiás or in the Dominican Republic) originally belonged to the specimen. Indirect evidence from morphology and from the historical biogeography of bumble bees supports a South American type locality, with the Brazilian Atlantic Forest as a likely candidate (Williams 2014)."
21215145,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,rufocinctus,,,,"Cresson, 1863",
21215170,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,steindachneri,,,,"Handlirsch, 1888",
21215160,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,transversalis,,,,"(Olivier, 1789)","The orthography of Olivier (1789) and Fabricius (1798) employs a long 's' (similar to 'f' or 'f'), a common practice of the period. This convention has since changed and recent authors have consistently used 's'. (Williams 1998)."
21215133,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,trinominatus,,,,"Dalla Torre, 1890","<em>Bombus trinominatus</em> was recorded in Mexico, but some years later this species was recorded in Guatemala as well. There is doubt as to whether both are the same species, since there are some slight differences in morphological characteristics and colour pattern, and further evidence is needed. The name of the other potential species would be&#160;<em>Bombus xelajuensis</em>,&#160;but for now they are considered synonyms (Natural History Museum 2013)."
21215157,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,tucumanus,,,,"Vachal, 1904",
21215171,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,vogti,,,,"Friese, 1903","<em>Bombus vogti</em> is closely similar in morphology to <em>B. robustus</em>, but has been considered to be a separate species (e.g., Milliron 1973b, Asperen de Boear 2007). <em>Bombus vogti</em> and <em>B. robustus</em> are usually separated using colour. Although <em>B. robustus</em> is variable in colour, the name is applied to individuals with extensive yellow bands, whereas the name <em>B. vogti</em> is used for individuals that lack yellow bands and are often most completely black. There is still very little material available of the males, but the males of B. vogti are most only subtly different in the morphology of the genitalia. While awaiting more evidence from critical studies of patters of variation, it is treated as a separate species (http://www.nhm.ac.uk/bombus, Williams 2013).<em><br/></em>"
21215167,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,weisi,,,,"Friese, 1903",
19199797,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,ANDRENIDAE,Andrena,bucephala,,,,"Stephens, 1846",
19198545,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,ANDRENIDAE,Andrena,curvana,,,,"Warncke, 1965",
19199528,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,ANDRENIDAE,Andrena,fimbriata,,,,"Brullé, 1832","Taxonomic issues regarding the position of&#160;<em>Andrena fimbriata </em>within the&#160;<em>Andrena labialis</em> group are treated by Schönitzer <em>et al.</em>&#160;(1995).<br/><br/>Warncke (1967) examined the type of this species. Most previous records belong to <em>A. forsterella</em>, <em>A. variabilis</em> or other species of the subgenus <span style=""font-style: italic;"">Holandrena</span>."
19198660,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,ANDRENIDAE,Andrena,fulva,,,,"(Müller, 1766)",
19199694,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,ANDRENIDAE,Andrena,fulvata,,,,"Stoeckhert, 1930","While Warncke considers<em> Andrena fulvata</em> as a subspecies of <em>A. angustior</em>, <em>Andrena angustior fulvata</em> Stöckhert, 1930, almost all the other authors after him recognize <em>Andrena fulvata</em> as a distinct species (E. Scheuchl pers. comm. 2014), and this will be the criteria applied for the purposes of this assessment."
19199537,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,ANDRENIDAE,Andrena,graecella,,,,"Warncke, 1965",
19199286,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,ANDRENIDAE,Andrena,semilaevis,,,,"Pérez, 1903",
19199106,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,ANDRENIDAE,Andrena,suerinensis,,,,"Friese, 1884",
19198902,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Hoplitis,loti,,,,"(Morawitz, 1867)",
4410,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Megachile,pluto,,,,"Smith, 1860",
19199167,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,alpigena,,,,"Schwarz, Gusenleitner & Mazzucco, 1999",
19199076,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,argentata,,,,"Herrich-Schäffer, 1839",
19199900,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,ariasi,,,,"Dusmet y Alonso, 1913",
19199100,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,armata,,,,"Herrich-Schäffer, 1839",
19199559,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,arrogans,,,,"Schmiedeknecht, 1882",
19199092,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,atroscutellaris,,,,"Strand, 1921",
19199440,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,baccata,,,,"Smith, 1844",
19198511,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,barcelonensis,,,,"Cockerell, 1917",
19199394,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,bluethgeni,,,,"Stoeckhert, 1943",
19199422,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,bolivari,,,,"Dusmet y Alonso, 1913",
19199213,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,concolor,,,,"Schmiedeknecht, 1882",
19198699,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,corcyraea,,,,"Schmiedeknecht, 1882",
19199165,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,coronata,,,,"Pérez, 1896",
19199690,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,cypricola,,,,"Mavromoustakis, 1955",
19198850,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,discedens,,,,"Pérez, 1884",
19198963,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,errans,,,,"Lepeletier, 1841",
19199510,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,fabriciana,,,,"(Linné, 1767)",
19199844,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,ferruginata,,,,"(Linné, 1767)",
19199584,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,flava,,,,"Panzer, 1798",
19199445,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,fusca,,,,"Schwarz, 1986",
19198654,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,gransassoi,,,,"Schwarz, 1986",
19198560,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,gruenwaldti,,,,"Schwarz, 1979",
19199437,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,hirtipes,,,,"Pérez, 1884",
19198555,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,hispanica,,,,"Dusmet y Alonso, 1913",
19199272,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,illustris,,,,"Schmiedeknecht, 1882",
19198772,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,kornosica,,,,"Mavromoustakis, 1958",
19199024,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,lamellata,,,,"Schwarz, 1977",
19198970,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,melathoracica,,,,"Imhoff, 1834",
19198703,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,nesiotica,,,,"Mavromoustakis, 1958",
19199790,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,noskiewiczi,,,,"Schwarz, 1966",
19198792,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,orbitalis,,,,"Pérez, 1913",
19199761,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,piccioliana,,,,"Magretti, 1883",
19199075,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,polemediana,,,,"Mavromoustakis, 1957",
19199805,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,priesneri,,,,"Schwarz, 1965",
19199150,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,rubricoxa,,,,"Schwarz, 1977",
19198637,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,rufoabdominalis,,,,"Schwarz, 1963",
19199741,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,siciliensis,,,,"Dalla Torre & Friese, 1894",
19198728,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,sicula,,,,"Schwarz, 1974",
19199306,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,signata,,,,"Jurine, 1807",
19199825,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,similis,,,,"Morawitz, 1872",
19199755,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,standfussi,,,,"Schwarz, 2007",
19198806,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,verna,,,,"Schmiedeknecht, 1882",
19198359,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Habropoda,ezonata,,,,"Smith, 1854","This taxon was considered until recently as a synonym of <em>Habropoda tarsata </em>(e.g., Friese 1896, Brooks 1988). It has been revised as a valid species only very recently by Schwarz and Gusenleitner (2001)."
19199045,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Melecta,canariensis,,,,"Lieftinck, 1958",
19198827,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Melecta,caroli,,,,"Lieftinck, 1958",
19199138,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Melecta,curvispina,,,,"Lieftinck, 1958",
19199225,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Melecta,gracilipes,,,,"Lieftinck, 1980",
19199037,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Thyreus,hohmanni,,,,"Schwarz, 1993",
19199882,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Amegilla,canifrons,,,,"(Smith, 1854)",
19198821,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Anthophora,alluaudi,,,,"Pérez, 1902",
19199548,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Anthophora,andalusica,,,,"Pérez, 1902",
19198657,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Anthophora,balearica,,,,"(Friese, 1896)",
19199572,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Anthophora,dalmatica,,,,"Pérez, 1902",
19198463,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Anthophora,laevigata,,,,"Spinola, 1808",The status of this taxon remains unclear.
19199603,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Anthophora,lanzarotensis,,,,"(Tkalců, 1993)",
19199328,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Anthophora,lieftincki,,,,"(Tkalců, 1993)",
19199068,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Anthophora,orotavae,,,,"(Saunders, 1904)",
19199630,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Anthophora,porphyrea,,,,"Westrich, 1993","<span lang=""EN-US"">Westrich (1993) does not provide a subgenus for this species, but indicates that it is close to&#160;<em>A. scopippes, </em>a north African species,&#160;in the subgenus <em>Pyganthophora</em>."
19199380,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Anthophora,pruinosa,,,,"Smith, 1854",
19199081,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Anthophora,pulverosa,,,,"Smith, 1854",
19199424,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Anthophora,punctilabris,,,,"Pérez, 1879",
19198403,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Anthophora,purpuraria,,,,"Westrich, 1993","<span lang=""EN-US"">The taxonomic status of this species remains confusing. Westrich (1993) did not assign the species to any known subgenus."
19198727,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Anthophora,senicula,,,,"Pérez, 1902",
19199457,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Anthophora,sichelii,,,,"Radoszkowski, 1869","<span lang=""EN-US"">This species belongs to the group of&#160;<em>rogenhoferi </em>species group, where the species relationships are not yet clarified. However, within this group, <em>A.&#160;sichelii</em> is the only one that shows a golden to reddish colour pattern instead of a grey one, making it a species that is easy to identify."
19198770,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Anthophora,thomsoni,,,,"Saunders, 1882","<span lang=""EN-US"">The status of this species is still unclear. It belongs to the <em>A. persica</em> group, whose species relationships remain unsettled."
19198465,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Anthophora,uniciliata,,,,"Sichel, 1860","<span lang=""EN-US"">The status of this species is unclear. It could be a synonym of either <em>A. affinis</em> or <em>A. mucida</em>."
19199296,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,ANDRENIDAE,Andrena,barbareae,,,,"Panzer, 1805","One of a group of very closely related sibling species including <em>A. barbareae</em>, <em>A. cineraria</em> and <em>A. danuvia</em>. The taxonomic status of these taxa is uncertain."
42463645,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Nomada,cretensis,,,,"Schulz, 1906",
20536106,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,COLLETIDAE,Hylaeus,azorae,,,,"(Warncke, 1992)",There are no taxonomic problems known at present.
19198794,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,ANDRENIDAE,Andrena,afrensis,,,,"Warncke, 1967",
19199512,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,ANDRENIDAE,Andrena,anthrisci,,,,"Blüthgen, 1925",
19199621,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,ANDRENIDAE,Andrena,astrella,,,,"Warncke, 1975","<em>Andrena fulica </em>Warncke, 1974 is considered here a subspecies of <em>Andrena astrella,&#160;Andrena astrella</em> ssp. <em>fulica </em>Warncke, 1974, following&#160;Gusenleitner and Schwarz (2002)."
19199352,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,ANDRENIDAE,Andrena,bayona,,,,"Warncke, 1975",
19198726,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,ANDRENIDAE,Andrena,grossella,,,,"Grünwaldt, 1976",
19199315,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,ANDRENIDAE,Andrena,labiatula,,,,"Osytshnjuk, 1993",
19199897,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,ANDRENIDAE,Andrena,lineolata,,,,"Warncke, 1968",
19199137,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,ANDRENIDAE,Andrena,nitidula,,,,"Pérez, 1903","<p><em>Andrena nitidula </em>and <em>A. distinguenda</em>&#160;have been considered as one species for a long time.&#160;<span lang=""EN-US"">The observation of <em>A. nitidula </em>and <em>A. distinguenda</em> in the same locality was the cause for clarifying the unclear taxonomic status of these two taxa. The examination of material of the <em>A. distinguenda </em>group occurring in Europe and <span lang=""EN-US"">north Africa<span lang=""EN-US""> revealed that <em>A. distinguenda </em>and <em>A. nitidula</em> are two good species. <em>A. distinguenda</em> turned out to occur in south eastern Europe whereas <em>A. nitidula</em> has a western distribution. The distribution areas of the two species broadly overlap along the Mediterranean coast from <span lang=""EN-US"">Spain<span lang=""EN-US""> to <span lang=""EN-US"">Italy<span lang=""EN-US""> and from the </span><span lang=""EN-US"">Provence<span lang=""EN-US""> around the Alps to southern <span lang=""EN-US"">Germany<span lang=""EN-US"">.</span></span></span></span></p>"
19198461,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,ANDRENIDAE,Andrena,nuptialis,,,,"Pérez, 1902",<p>The summer generation could possibly be a distinct species (Westrich 1990).</p>
19198407,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,ANDRENIDAE,Andrena,stepposa,,,,"Osytshnjuk, 1977",
19198281,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Dufourea,alpina,,,,"Morawitz, 1865",
19199773,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Dufourea,coeruleocephala,,,,"Morawitz, 1872",
19198679,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Dufourea,fortunata,,,,"Ebmer, 1993",
19199800,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Dufourea,iris,,,,"Ebmer, 1987",
19199691,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Dufourea,longiglossa,,,,"Ebmer, 1993",
19199434,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Dufourea,lusitanica,,,,"Ebmer, 1999",
19199597,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Dufourea,merceti,,,,"Vachal, 1907",
19198809,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Dufourea,styx,,,,"Ebmer, 1976",
19199124,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Dufourea,trautmanni,,,,"Dusmet y Alonso, 1935",
19198991,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Rophites,thracius,,,,"Ebmer, 1993",
19199771,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Rophites,hellenicus,,,,"Ebmer, 1984",
54527148,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Rhophitoides,epiroticus,,,,"Schwammberger, 1975",The species was described in the genus <em>Rhophitoides </em>but&#160;it was later moved to <em>Rophites</em>. Review by Pesenko and Astafurova (2006) resulted in&#160;<em>epiroticus </em>being moved back to <em>Rhophitoides</em>.
19198604,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Lasioglossum,wollastoni,,,,"(Cockerell, 1922)",
19198951,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Lasioglossum,viride,,,,"(Brullé, 1839)","There are four subspecies: ssp. <em>viride </em>(Brullé, 1839);&#160;ssp. <em>cabrerai </em>(Warncke, 1975);&#160;ssp. <em>palmae</em> Ebmer, 1993; and&#160;ssp. <em>unicolor </em>(Brullé, 1840)."
19199742,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Lasioglossum,vergilianum,,,,"(Pérez, 1903)",
19199211,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Lasioglossum,tauricum,,,,"Ebmer, 1972",
19199486,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Lasioglossum,setulosum,,,,"(Strand, 1909)",The species is closely related to <em>Lasioglossum minutulum.</em>
19198676,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Lasioglossum,sabulosum,,,,"(Warncke, 1986)",
19198858,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Lasioglossum,pleurospeculum,,,,"Herrmann, 2001",
19199599,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Lasioglossum,orihuelicum,,,,"(Blüthgen, 1924)",
19198862,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Lasioglossum,minutulum,,,,"(Schenck, 1853)",
19198644,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Lasioglossum,laetum,,,,"(Brullé, 1839)",
19199151,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Lasioglossum,lissonotum,,,,"(Noskiewicz, 1926)",
19199403,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Lasioglossum,leucomontanum,,,,"Ebmer, 1981",
19198664,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Lasioglossum,kotschyi,,,,"Ebmer, 1981",
19198414,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Lasioglossum,ibericum,,,,"Ebmer, 1975",
19199238,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Lasioglossum,eurasicum,,,,"Ebmer, 1972",
19198889,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Lasioglossum,dusmeti,,,,"(Blüthgen, 1924)",
19199622,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Lasioglossum,danuvium,,,,"(Blüthgen, 1944)",
19199135,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Lasioglossum,corsicanum,,,,"(Blüthgen, 1931)",
19198723,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Lasioglossum,chalcodes,,,,"(Brullé, 1839)",
19198530,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Lasioglossum,castilianum,,,,"(Blüthgen, 1931)",
19199413,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Lasioglossum,breviventre,,,,"(Schenck, 1853)",
