species.i.	n.gps	CHELSA_bio10_1	CHELSA_bio10_2	CHELSA_bio10_3	CHELSA_bio10_4	CHELSA_bio10_5	CHELSA_bio10_6	CHELSA_bio10_7	CHELSA_bio10_8	CHELSA_bio10_9	CHELSA_bio10_10	CHELSA_bio10_11	CHELSA_bio10_12	CHELSA_bio10_13	CHELSA_bio10_14	CHELSA_bio10_15	CHELSA_bio10_16	CHELSA_bio10_17	CHELSA_bio10_18	CHELSA_bio10_19	CHELSA_bio10_1SD	CHELSA_bio10_2SD	CHELSA_bio10_3SD	CHELSA_bio10_4SD	CHELSA_bio10_5SD	CHELSA_bio10_6SD	CHELSA_bio10_7SD	CHELSA_bio10_8SD	CHELSA_bio10_9SD	CHELSA_bio10_10SD	CHELSA_bio10_11SD	CHELSA_bio10_12SD	CHELSA_bio10_13SD	CHELSA_bio10_14SD	CHELSA_bio10_15SD	CHELSA_bio10_16SD	CHELSA_bio10_17SD	CHELSA_bio10_18SD	CHELSA_bio10_19SD	area	max_lat	min_lat	abs_max_lat	abs_min_lat	length_lat	median_lon	median_lat
Lasioglossum foxii	24	121.791666666667	82.5833333333333	255.708333333333	8339.45833333333	286	-37.6666666666667	323.708333333333	223.125	32.75	233.333333333333	9.04166666666667	1060.70833333333	107.291666666667	70.0833333333333	13.0833333333333	314.583333333333	216.458333333333	308.041666666667	230.75	19.504691000231	1.282547284209	3.66510177409752	218.995727408524	23.7376970422483	18.2415356587214	6.61670591015267	31.5419837538864	36.3775492159178	22.3950046189783	17.6573156822165	96.6299436742708	10.49421856016	8.59684809109997	1.31601066028016	29.0710025352721	24.4326566329764	32.1916532074991	29.1849425143381	2.75835493999999	39.7056	38.4459	39.7056	38.4459	1.2597	-76.9079	39.33105
Lasioglossum fuscipenne	446	138.764573991031	81.6771300448431	253.071748878924	8348.56726457399	302.890134529148	-19.2085201793722	322.103139013453	250.015695067265	36.109865470852	250.831838565022	26.3408071748879	1060.04035874439	111.177130044843	72.3295964125561	12.9820627802691	324.029147982063	221.67264573991	323.69730941704	233.701793721973	3.53991057750902	6.83900030910909	14.2746498047031	177.455495177468	6.24582855703578	7.27186476297879	11.8024236327797	8.92677957388553	29.9422521573031	3.04438621048632	5.42491077116429	54.4703872449295	7.4316370066615	5.44359211529023	0.916584404913524	21.0424194936998	16.2606719513731	21.0933791610043	13.615204534936	3.37863587500001	39.6983	38.128	39.6983	38.128	1.5703	-76.7949	39.0445
Lasioglossum halophitum	251	143.341563786008	72.4814814814815	236.17695473251	8082.38683127572	298.004115226337	-7.58024691358025	304.905349794239	253.17695473251	71.7407407407407	253.17695473251	34.880658436214	1095.37448559671	118.127572016461	79.6831275720165	12.5020576131687	343.61316872428	243.399176954732	343.61316872428	252.860082304527	1.55962779751526	11.3804723766262	23.1305485589607	270.942338089989	9.60651377773823	9.81253734744384	19.0704244043995	1.11967923849464	47.1730008693457	1.11967923849464	5.58981478375952	24.7937710294823	3.42393451333555	1.08063499668243	1.76835004013221	7.35904398325268	4.20855083683725	7.35904398325268	8.32333243377408	0.398549139999992	38.7741	37.9696	38.7741	37.9696	0.804499999999997	-76.3777	38.7548
lasioglossum heterognathum	2	92	81	259	8009	249	-65	314	197	117	199	-17	1334	137	90	14	399	274	381	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	39.4545	39.4545	39.4545	39.4545	0	-79.3846	39.4545
Lasioglossum heterognathum	5	99	81.8	258.8	8109	258.2	-58.8	317	193.2	69.2	207.2	-11.2	1097	110.2	73.2	13	322	225	307	245.6	12.8840987267251	1.30384048104053	2.16794833886788	207.318595403307	17.239489551608	11.0995495404093	6.2449979983984	14.1668627437411	67.8616239121936	15.5627761019684	10.8027774206451	63.4783427634969	6.22093240599832	4.7116875957559	1.22474487139159	18.3439363278441	12.6885775404495	17.1464281994822	19.3984535466104	0.249980360000001	39.6477	39.3097	39.6477	39.3097	0.338000000000001	-79.3956	39.3959
Lasioglossum illinoense	1176	135.221088435374	82.8367346938775	253.748299319728	8438.59353741497	301.625	-24.6462585034014	326.209183673469	245.577380952381	23.343537414966	248.46343537415	21.3086734693878	1132.98894557823	117.119047619048	74.718537414966	12.9319727891156	340.089285714286	233.345238095238	339.469387755102	242.457482993197	5.17000489787847	2.49436011684989	5.03024863804405	114.020422623409	3.87722482459111	6.49980972143196	4.98410587097063	14.5955679175864	17.3298220610465	4.10297533152943	6.59690137000908	120.872751293893	10.5937489931797	7.56362155091112	1.34086597078134	28.9421083941354	26.5839470571011	29.5519866194601	22.4036447291205	2.71527978	39.7167	38.1554	39.7167	38.1554	1.5613	-76.671	39.0295
Lasioglossum imitatum	1471	135.295485636115	83.9541723666211	256.866621067031	8401.45006839945	301.501367989056	-24.6846785225718	325.956224350205	238.824897400821	26.2257181942544	247.563611491108	21.8775649794802	1051.35294117647	107.618331053352	69.7845417236662	13.0054719562243	316.162790697674	216.466484268126	314.36730506156	231.686046511628	7.12959868550039	2.20352675263968	4.33385910895002	98.5287106067136	7.18769088436327	7.61261052554403	4.48811636129923	24.8598146786197	20.0585643750601	6.89024070172228	7.50327713624183	103.283863152225	10.1345171840723	8.0860841855512	1.44484644941561	28.2443049787568	24.6871992774605	28.5802514249613	23.7599058249603	3.98636467999999	39.719	38.1554	39.719	38.1554	1.5636	-76.9837	38.9755
Lasioglossum incompletum	1	130	84	254	8506	298	-31	329	244	16	244	16	1267	125	89	11	370	273	370	273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.3927	39.3927	39.3927	39.3927	0	-76.6136	39.3927
Lasioglossum laevissimum	86	109.768292682927	82.1341463414634	258.890243902439	8126.46341463415	269.780487804878	-47.5365853658537	317.341463414634	217.378048780488	75.4878048780488	218.365853658537	-0.24390243902439	1180.32926829268	121.292682926829	79.9146341463415	13.280487804878	354.817073170732	244.146341463415	345.353658536585	272.829268292683	24.4557038616775	4.1208958486722	9.27895015554884	225.560765956346	29.0975474721653	23.2236549913938	8.97351316780218	27.7727285383832	43.1360878113113	27.3308545376118	22.2874381801126	149.065488539541	15.3811555417484	9.02698453884234	1.12518190840856	43.7617364994966	27.1002355013318	38.8753538195862	40.4541517282292	2.51822867500001	39.6548	38.2381	39.6548	38.2381	1.4167	-79.42	39.2992
Lasioglossum leucozonium	25	103.48	79.64	253.12	8098.16	261.08	-53.52	314.56	207.84	107.88	211.24	-7	1024.32	105.04	68.72	13.8	307.84	211.24	293.4	237.76	14.4196625018295	8.09258920247408	19.8101825668855	149.99713330594	14.1507361410399	17.1248357656358	12.2	17.1213317239051	43.9813596879405	15.2350473142247	14.3439882877811	225.047720865302	23.4600369422841	15.1671794785099	0.707106781186547	67.050155356519	44.3840061283341	66.5801521976832	55.9399082349384	1.94426089000001	39.7045	38.3907	39.7045	38.3907	1.3138	-79.4118	39.6645
Lasioglossum lineatulum	26	94.4230769230769	81.4615384615385	259.653846153846	8045.84615384615	252.5	-62.3076923076923	315	198.269230769231	78.1153846153846	201.807692307692	-14.8076923076923	1151.23076923077	117.307692307692	77.2692307692308	13.6923076923077	343.5	236.230769230769	328.615384615385	265.769230769231	13.2790755007209	0.989172148041755	1.09333646028321	131.100478201322	16.2067887010351	12.1483142230327	4.2142615011411	16.5349513269503	41.3882369018802	15.0360080626986	11.9332115736518	119.438120444792	11.9591612775118	7.75916331730525	0.679366220486758	35.0762027591357	22.9735634019761	33.9529991877913	29.2510617821749	1.004976607825	39.6473	38.9953	39.6473	38.9953	0.652000000000001	-79.3055	39.54665
Lasioglossum lionotum	21	139.238095238095	84.7142857142857	259.761904761905	8361.38095238095	305.095238095238	-20.6190476190476	325.428571428571	250.52380952381	27.047619047619	250.52380952381	26.3333333333333	1061.71428571429	108.714285714286	72.2857142857143	12.6190476190476	322.47619047619	222.952380952381	322.47619047619	238.52380952381	2.54764129941328	0.462910049886276	2.99841227826931	68.4042953260073	1.51343192462568	3.08992217501008	1.56752762563945	1.66189793967763	3.42747998500634	1.66189793967763	3.24550971857016	86.9195851676381	7.64946309974012	8.21670771746724	1.59612626305661	23.3165585960258	24.2290655834603	23.3165585960258	22.8421081505606	0.155707079999997	39.3957	38.5584	39.3957	38.5584	0.837299999999999	-76.9859	38.8693
Lasioglossum lustrans	20	141	56.3	195.8	7851.8	282.1	0.45	281.7	249.2	95.45	249.2	35.85	1078.5	115.1	78.6	11.55	330	241.2	330	246.9	1.62221421130763	18.8487051069968	44.5416422546008	367.123469837142	16.8082060159222	13.743802431029	30.1907967852178	2.70671679151582	58.0530383628445	2.70671679151582	6.21775894642028	31.7332633052449	4.96196056328332	1.93036674999174	1.14593101656986	16.1049191569729	4.67467983705273	16.1049191569729	7.9066927013565	1.403227765	39.2438	38.0674	39.2438	38.0674	1.1764	-75.15845	38.249
Lasioglossum macoupinense	2	137.5	84.5	258	8428	304.5	-23	327.5	250	24	250	23.5	1035.5	106.5	69	13	313.5	214	313.5	232	2.12132034355964	0.707106781186548	1.4142135623731	2.82842712474619	2.12132034355964	1.4142135623731	0.707106781186548	1.4142135623731	1.4142135623731	1.4142135623731	2.12132034355964	156.270598642227	19.0918830920368	8.48528137423857	1.4142135623731	50.2045814642449	22.6274169979695	50.2045814642449	22.6274169979695	NA	39.0492	38.97	39.0492	38.97	0.0792000000000002	-76.9878	39.0096
Lasioglossum marinum	392	142.356955380577	53.4199475065617	188.422572178478	7753.11286089239	280.081364829396	4.37270341207349	275.664041994751	249.322834645669	121.364829396325	249.322834645669	38.2099737532808	1066.3937007874	112.062992125984	78.8477690288714	10.7007874015748	321.089238845144	242.165354330709	321.089238845144	252.141732283465	1.04309013114308	18.9016017421353	45.4274715713574	338.840298304695	17.0462588649309	12.3830397717249	29.227105181723	3.23276455692039	46.3010255858308	3.23276455692039	4.48013219369624	25.970780386806	3.9850008878611	1.37952185049228	1.25644628739315	14.7816534470824	4.33971339011344	14.7816534470824	6.31505020538716	0.803761809999999	38.9323	38.0524	38.9323	38.0524	0.879899999999999	-75.1613	38.1836
Lasioglossum melanopus	2	137.5	84	257	8439.5	304.5	-22.5	327	250.5	24	250.5	23.5	1059.5	110.5	70.5	13	321.5	216	321.5	232	0.707106781186548	0	0	4.94974746830583	0.707106781186548	0.707106781186548	0	0.707106781186548	1.4142135623731	0.707106781186548	0.707106781186548	44.5477272147525	4.94974746830583	2.12132034355964	0	14.8492424049175	7.07106781186548	14.8492424049175	9.89949493661167	NA	39.0513	39.0427	39.0513	39.0427	0.00859999999999417	-76.7891	39.047
Lasioglossum nelumbonis	251	137.992	83.9	256.984	8422.808	304.608	-21.872	326.452	250.796	26.14	250.796	24.392	1058.836	110.32	70.936	12.936	321.508	217.272	321.508	232.032	1.73087251948688	1.38914321633948	2.94932842399934	44.0210238199046	1.48294724455069	2.11126639321819	2.13022238030639	1.25885777257252	9.40863911306196	1.25885777257252	2.10524683992831	38.0929046086815	4.10524202066002	2.75868544446918	0.502907210776104	11.4741693489767	8.36215994079891	11.4741693489767	8.39050524779367	0.845904499999997	39.3155	38.3499	39.3155	38.3499	0.965600000000002	-76.7979	39.0478
Lasioglossum nigroviride	13	120.384615384615	82.8461538461538	255.923076923077	8328.38461538462	284.846153846154	-38.4615384615385	323.307692307692	229.461538461538	39.0769230769231	232.230769230769	8.07692307692308	1164.61538461538	117.923076923077	78.0769230769231	12.5384615384615	346.076923076923	240.846153846154	340.769230769231	256.538461538462	21.8614518484724	1.14354374979373	3.30306772716764	247.283082876535	26.8136972268719	20.2221635201552	7.63090880765648	30.2396411591787	44.3066239187429	25.2063280617978	19.6233769539527	143.013716394348	14.6028623818616	10.0454097183866	1.56073618395212	41.1976163114274	30.5200648586198	38.1862842875856	39.5571640890652	2.29048639500001	39.645	38.5361	39.645	38.5361	1.10890000000001	-76.6478	39.3937
Lasioglossum nymphaearum	38	123.783783783784	82.972972972973	257.486486486487	8287.48648648649	287.081081081081	-35.3243243243243	322.432432432432	228.837837837838	52.5405405405405	234.594594594595	11.6486486486486	1057.91891891892	108.351351351351	70.5405405405405	12.7297297297297	317.351351351351	218.189189189189	310.162162162162	238.027027027027	21.6911850185163	1.46223737407376	2.29276181858403	202.055083471703	25.7761500210933	20.1550297748534	6.44437972422715	26.4706478046004	43.043643610355	24.3327162700978	19.7922771361517	97.4059028494162	9.00992112499764	6.07176797698713	1.12172111429636	24.7534691353401	19.6494809626642	23.0561073055294	25.1114034371355	2.03509542740001	39.6783	38.7442	39.6783	38.7442	0.934100000000001	-76.794545	39.0615
Lasioglossum nymphale	10	142	40	156.1	7520.1	267.8	12.9	255	247	148	247	41	1055.2	110.3	79	10.3	312.9	243	312.9	252.5	0	0	0.316227766016838	3.75499667110372	0.421637021355784	0.316227766016838	0	0	0	0	0	0.421637021355784	0.483045891539648	0	0.483045891539648	1.44913767461894	0	1.44913767461894	0.97182531580755	1.71999999999625e-06	38.2084	38.1836	38.2084	38.1836	0.024799999999999	-75.1613	38.1836
Lasioglossum oblongum	818	139.474554707379	80.5152671755725	251.150127226463	8294.51526717557	302.057251908397	-17.5127226463104	319.472010178117	250.986005089059	44.2239185750636	251.041984732824	27.9631043256997	1060.92748091603	111.51272264631	73.1704834605598	12.8066157760814	326.24427480916	224.575063613232	326.0368956743	236.762086513995	6.39306860862474	9.39659219932277	21.2214374543081	213.928121498531	10.3320923368022	9.95789689339763	15.5323325904147	7.16474436771831	37.219243538704	6.6087776512059	7.57921479097282	52.0049589307726	6.74129519143086	4.37700348539853	0.966051519748366	18.3821811821892	13.2458416138667	18.1194173928584	12.3162421981281	4.43973106098001	39.7009	38.0524	39.7009	38.0524	1.6485	-76.7712	38.8795
Lasioglossum obscurum	30	136.9	83.9666666666667	258	8419.8	303.366666666667	-23.2	326.566666666667	248.233333333333	23.6333333333333	249.366666666667	22.9	1150.96666666667	120.733333333333	75.6666666666667	14.3333333333333	355.833333333333	235.533333333333	355.4	254.333333333333	3.13324773666404	0.182574185835055	1.9826836567538	41.7095044159085	2.23581094341911	3.16663641848832	1.25074690329097	8.13965742451767	3.47883584702911	2.39947312224326	3.19859883116946	52.6920024902905	6.02828581647034	4.68551203055821	1.37297395141509	18.317286603254	13.8083766014625	19.4361909138951	13.8223540420714	0.370975625000001	39.5229	38.8993	39.5229	38.8993	0.623600000000003	-76.9158	38.9282
Lasioglossum oenotherae	1	138	85	258	8421	305	-23	327	250	25	250	24	950	98	62	14	290	193	290	210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.9767	38.9767	38.9767	38.9767	0	-76.9837	38.9767
Lasioglossum paradmirandum	11	122.454545454545	83.1818181818182	256.727272727273	8341.09090909091	287	-37.0909090909091	324.181818181818	214.181818181818	47.2727272727273	234.090909090909	9.63636363636364	1094.18181818182	109.363636363636	72.0909090909091	12.5454545454545	320.727272727273	224.090909090909	313.727272727273	243.909090909091	17.5463023817763	1.40129809949074	2.32769882462956	172.687842389356	20.6349218559218	16.7239621229812	5.65363921413777	28.760452645319	50.5906926402296	19.6186367796264	16.5907970108294	158.793462196539	14.9082039647486	10.6438202301105	1.36847625946791	43.9092038394934	32.5621084865662	43.9069263535741	37.2194963572979	1.736518015	39.6986	38.3807	39.6986	38.3807	1.3179	-77.3554	39.5056
Lasioglossum pectinatum	1	113	83	256	8374	278	-47	325	192	0	225	0	1267	126	77	14	377	242	351	242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.6983	39.6983	39.6983	39.6983	0	-77.9778	39.6983
Lasioglossum pectorale	246	137.510204081633	79.0489795918367	246.714285714286	8323.36734693878	299.763265306122	-19.2571428571429	318.857142857143	248.29387755102	31.9142857142857	249.832653061224	25.534693877551	1081.67755102041	113.644897959184	73.8040816326531	12.8	331.175510204082	227.632653061224	330.302040816327	236.783673469388	6.66567685302848	8.73832059982463	18.3294084223892	194.339791774903	9.68653565009884	9.99319440550566	14.3057938509164	13.3310374961084	24.8047457119815	7.01524650359411	7.6074152516898	46.7728872059923	6.91520838870508	4.20898527468191	0.908069470874574	17.5084819095063	12.5790840539897	18.3568507982125	13.6004964190194	3.51765139000001	39.6983	38.1464	39.6983	38.1464	1.5519	-76.6478	39.0233
