species.i.	n.gps	CHELSA_bio10_1	CHELSA_bio10_2	CHELSA_bio10_3	CHELSA_bio10_4	CHELSA_bio10_5	CHELSA_bio10_6	CHELSA_bio10_7	CHELSA_bio10_8	CHELSA_bio10_9	CHELSA_bio10_10	CHELSA_bio10_11	CHELSA_bio10_12	CHELSA_bio10_13	CHELSA_bio10_14	CHELSA_bio10_15	CHELSA_bio10_16	CHELSA_bio10_17	CHELSA_bio10_18	CHELSA_bio10_19	CHELSA_bio10_1SD	CHELSA_bio10_2SD	CHELSA_bio10_3SD	CHELSA_bio10_4SD	CHELSA_bio10_5SD	CHELSA_bio10_6SD	CHELSA_bio10_7SD	CHELSA_bio10_8SD	CHELSA_bio10_9SD	CHELSA_bio10_10SD	CHELSA_bio10_11SD	CHELSA_bio10_12SD	CHELSA_bio10_13SD	CHELSA_bio10_14SD	CHELSA_bio10_15SD	CHELSA_bio10_16SD	CHELSA_bio10_17SD	CHELSA_bio10_18SD	CHELSA_bio10_19SD	area	max_lat	min_lat	abs_max_lat	abs_min_lat	length_lat	median_lon	median_lat
Augochlora pura	2063	134.482038834951	82.9072815533981	255.191262135922	8388.35436893204	300.097572815534	-24.7058252427184	324.730582524272	241.993203883495	29.9063106796117	246.980097087379	21.5097087378641	1080.20194174757	111.304368932039	72.4504854368932	13.021359223301	326.11213592233	223.455339805825	324.390291262136	235.114563106796	9.52281418557882	3.73992353672677	7.3407536908088	148.188241389784	10.2285060027414	10.4869708032405	7.50423138854773	20.5306473769471	28.0087833823099	9.73311127368071	9.93741478654017	104.178019437713	10.7413441592094	8.46803404228587	1.48736955246899	31.1209479758407	25.4791565173271	32.3994780912494	22.4992899689038	4.62859175000001	39.719	38.0555	39.719	38.0555	1.6635	-76.7979	39.0449
augochlorella aurata	1	136	84	257	8441	303	-24	327	249	23	249	23	1114	116	73	13	338	225	338	244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.0668	39.0668	39.0668	39.0668	0	-76.7965	39.0668
Augochlorella aurata	7789	137.697955390335	81.2429633563463	251.528544875199	8358.42591609134	301.835103558152	-20.3825013276686	322.041157727031	248.167684545937	36.9775624004249	249.99137015401	25.2158789166224	1090.31691449814	113.665294742432	74.2092405735528	12.7697822623473	331.824482209241	228.186404673394	331.320233669676	240.177110993096	5.05492142194062	8.33813820981528	18.1924706667134	202.077499611691	7.9568047658567	9.11391643600136	14.0947117893744	11.8277776350486	34.451201747184	4.63975705325321	6.83629721543683	66.8386703256079	7.82769231442342	5.98708649800343	1.30201127535894	22.4901753893275	17.7936962747966	23.2766883827428	15.2357464182045	4.57999106	39.719	37.9938	39.719	37.9938	1.7252	-76.774	39.0356
Augochlorella gratiosa	1	141	84	261	8227	304	-17	321	251	31	251	30	1082	113	74	13	337	228	337	242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.4785	38.4785	38.4785	38.4785	0	-76.7689	38.4785
Augochlorella persimilis	73	127.794520547945	82.5890410958904	254.219178082192	8392.97260273973	293.013698630137	-32.2465753424658	324.972602739726	224.986301369863	14.8219178082192	240.164383561644	14.5479452054795	1032.04109589041	103.917808219178	67.3424657534247	13.0821917808219	304.671232876712	210.643835616438	297.86301369863	219.520547945205	8.82068103963884	1.23418457603882	2.39354789742982	165.810548904024	8.80260875265732	10.4107060571715	5.92539872718313	24.8883580273349	9.89155428994496	8.76548423367684	10.1160503599896	203.391415089516	21.1185499190861	14.5690112320659	1.8238651315996	57.4212152998738	46.9841491779153	64.8269737816009	44.357483894754	1.936953405	39.6827	38.2508	39.6827	38.2508	1.4319	-77.1491	39.6317
Augochloropsis metallica	188	137.344086021505	81.7311827956989	252.521505376344	8364.00537634409	301.736559139785	-21.0322580645161	322.661290322581	246.102150537634	32.510752688172	249.602150537634	24.6666666666667	1076.7688172043	112.215053763441	72.6559139784946	12.9731182795699	327.327956989247	223.838709677419	326.55376344086	236.08064516129	4.85017608742681	6.96732107181494	14.5651219789651	179.483297342657	6.58339081195778	8.3016789091979	11.8963226864945	16.5161770230976	28.6575756216656	4.13198410542516	6.59374533004403	70.9422703688	8.66599375922529	6.02695678423587	1.03679754180413	23.8008624217645	17.9812456788707	24.5458162192269	15.8853647284061	3.29894865	39.7029	38.1668	39.7029	38.1668	1.5361	-76.74745	39.0349
Augochloropsis Metallica	1	144	77	249	8018	300	-8	308	252	117	252	37	1188	134	86	16	393	258	393	260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.1685	38.1685	38.1685	38.1685	0	-76.4081	38.1685
Augochloropsis sumptuosa	26	138.16	82.6	253.92	8406.6	303.64	-21.16	324.68	250.92	31.92	250.92	24.72	1059.68	111	71.68	13	322.36	219.44	322.36	233.24	0.986576572463249	6.59545297913646	13.7747353271609	149.787071093158	5.36873666082937	5.73498038357587	10.9837759141988	0.702376916856849	26.1325467568701	0.702376916856849	3.27261363439071	41.0362847571106	5.36966789786234	3.57910603363466	0.5	14.8601256163376	11.3581101714443	14.8601256163376	10.5090437243357	0.296024519999993	39.0494	38.2149	39.0494	38.2149	0.834499999999998	-76.7917	39.0434
Bombus auricomus	13	137.615384615385	81.7692307692308	251.461538461538	8406.38461538462	302.769230769231	-20.9230769230769	324	250.538461538462	44.4615384615385	250.538461538462	24.6153846153846	1081.30769230769	112.692307692308	74.6923076923077	12.9230769230769	329.153846153846	229.384615384615	329.153846153846	240.153846153846	3.52463855211806	8.66173429664297	18.3694283372101	196.565315040378	7.90731566498018	7.72939776073076	14.4741148261301	2.6650636207348	35.992164389432	2.6650636207348	5.14033821096209	78.1349096279256	7.68531733659076	7.48759658128712	1.44115338424578	19.7562064250122	21.9185555391562	19.7562064250122	17.8411796781405	0.79438707	39.3932	38.4204	39.3932	38.4204	0.972799999999999	-76.6081	39.0875
bombus bimaculatus	1	136	84	257	8441	303	-24	327	249	23	249	23	1114	116	73	13	338	225	338	244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.0668	39.0668	39.0668	39.0668	0	-76.7965	39.0668
Bombus bimaculatus	674	135.263868065967	82.2053973013493	253.581709145427	8378.69865067466	300.235382308846	-23.6056971514243	323.727136431784	240.460269865067	32.0374812593703	247.686656671664	22.4212893553223	1063.70464767616	109.232383808096	71.4017991004498	12.7211394302849	320.335832083958	220.143928035982	317.335832083958	231.614692653673	8.20857597577892	4.94820933572975	10.2570781868079	160.653453667681	8.79581911479352	10.1646577804681	9.18628848567358	20.9368311027185	31.0959008472544	8.16418524945104	9.29340055257289	86.9750302056145	10.7150493721525	7.23317327023046	1.48067224305071	30.0169815204559	21.8035930762306	33.891293575194	20.5778378706175	4.46727772000001	39.7009	38.0524	39.7009	38.0524	1.6485	-76.7979	39.047
Bombus citrinus	48	138.340909090909	82.25	253.636363636364	8383.06818181818	303.477272727273	-20.5454545454545	323.977272727273	250.818181818182	39.0454545454545	250.818181818182	25.5681818181818	1079.40909090909	113.227272727273	73.0909090909091	12.8636363636364	329.818181818182	225.568181818182	329.818181818182	236.522727272727	2.77818061443583	3.87073095674898	7.66475142299614	107.753680717854	3.06888841601264	5.11475087690198	6.90967853849116	1.95617956174817	33.4135152612557	1.95617956174817	4.08284970744886	65.4527410486546	7.03765168406448	5.09362657764324	1.23120113579645	19.7263520210706	16.0730855885939	19.7263520210706	17.0027202151476	1.31787982500001	39.6621	38.2097	39.6621	38.2097	1.4524	-76.678	38.9146
Bombus fervidus	229	134.722727272727	83.2	254.9	8431.08181818182	301.231818181818	-25.1181818181818	326.290909090909	241.4	24.0772727272727	247.772727272727	21.1954545454545	1076.46818181818	110.145454545455	71.4409090909091	12.6363636363636	322.495454545455	221.259090909091	319.768181818182	232.981818181818	6.86134242880213	2.20750070458213	4.48121395816053	80.4695276076071	6.9028408130995	7.35620983680715	3.98363193213094	19.3027785635637	16.5330285678066	6.92445746968534	7.09318132107394	92.6157372268193	9.6034015697696	7.14501832335039	1.39619360387217	27.1487527110372	22.174920201159	31.7699476957044	20.4474967791415	2.82915879500001	39.719	38.3882	39.719	38.3882	1.3308	-76.8155	39.047
Bombus griseocollis	636	134.360446570973	81.6267942583732	251.993620414673	8379.09250398724	298.980861244019	-24.2519936204147	323.264752791069	235.993620414673	38.615629984051	246.885167464115	21.5406698564593	1056.71929824561	107.703349282297	71.7511961722488	12.1850079744817	315.971291866029	221.740031897927	311.875598086124	230.515151515152	8.67210089802692	5.96403891285833	12.7788997462494	182.871184235221	9.40292340637459	11.1188888163854	10.8861411321319	23.5353033200524	40.9713210463684	8.55873636367177	9.89656674894836	101.804082631304	12.8603225508784	8.81720531626947	1.66554017706147	36.1861861639934	26.6355303674294	41.8683906452683	24.9563390648896	4.59291242500001	39.7056	38.0503	39.7056	38.0503	1.6553	-76.6857	39.05435
Bombus impatiens	2011	132.096259351621	82.8917705735661	254.345635910224	8414.02842892768	298.1536159601	-27.4149625935162	325.531670822943	234.731172069825	24.925187032419	245.010972568579	18.7815461346633	1071.53316708229	107.956608478803	71.9800498753117	12.1770573566085	317.438902743142	222.437905236908	313.602493765586	231.678304239401	10.6621689762455	3.10956882391923	5.93576200802183	142.837909369569	11.373505610953	11.3471960345015	6.62486541507342	23.0008906117774	25.714158611963	11.1006050482337	10.8770647478276	105.592811490733	12.1577543357255	8.30293463483878	1.72918828787733	34.2910502978831	25.2064085806354	38.3103084599563	24.5254105285522	4.44938853500001	39.719	38	39.719	38	1.719	-76.744	39.2438
Bombus pensylvanicus	64	141.015625	78.265625	247.265625	8230.03125	301.1875	-14.078125	315.34375	252.0625	57.90625	252.0625	30.53125	1085.4375	116.9375	75.9375	13.3125	339.828125	233.671875	339.828125	240.515625	2.48482497547215	7.56609435112719	15.3035343853157	200.102907552867	6.01024258021387	7.61015338372424	13.1574334714471	1.33184440675686	42.7861862999641	1.33184440675686	5.31535287544263	49.529492576854	7.88986691902975	5.63964143856288	1.43510411103997	21.5440152537536	17.0117183584709	21.5440152537536	13.2593090239896	1.374948955	39.3641	38.1327	39.3641	38.1327	1.2314	-76.4163	38.7931
Bombus perplexus	113	127.566371681416	83.7787610619469	255.637168141593	8451.43362831858	294.840707964602	-32.6548672566372	327.548672566372	217.840707964602	17.4336283185841	240.955752212389	13.6637168141593	1088.61946902655	106.911504424779	72.0442477876106	11.4513274336283	312.840707964602	224.433628318584	309.442477876106	234.407079646018	10.7370155022862	0.852878668250066	2.66947676421621	122.485048366423	12.7752315967834	10.0247639013029	3.81255245969171	31.0680607617262	18.0222462262391	11.9935915779242	9.87295242738338	105.16622205076	11.2126821709392	7.49212608167851	1.59794036207818	30.9949783869677	23.1377382314643	31.8814595844337	26.4594154076921	2.651391395	39.7099	38.6848	39.7099	38.6848	1.02509999999999	-76.9809	39.4651
Bombus sandersoni	10	90.3	81.9	258.9	8079.4	249.3	-66.4	315.8	172.5	-10.8	198.2	-19.2	1137.3	112.9	75.6	14	331.8	233.6	319	250	6.61731734835869	0.316227766016838	0.737864787372622	64.6670103083653	7.55792446523662	5.73875712444196	2.25092573548455	13.3687030867703	25.8620270753173	7.2541176046589	5.65292451352002	92.8416214133869	8.2522724143111	7.24492159301182	0	25.6029512187777	21.4331000505708	26.1406452355969	22.5240612087015	0.0355212499999996	39.7009	39.5487	39.7009	39.5487	0.152200000000001	-78.9817	39.6414
Bombus ternarius	2	142	82	255	8312	306	-16	321	254	30	254	30	1113	116	80	11	341	246	341	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	38.7548	38.7548	38.7548	38.7548	0	-76.3801	38.7548
Bombus terricola	1	88	81	260	8007	246	-68	314	194	61	195	-20	1172	118	81	14	347	243	332	272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.5483	39.5483	39.5483	39.5483	0	-79.3051	39.5483
Bombus vagans	61	98.0819672131148	82.0983606557377	258.327868852459	8116.60655737705	257.704918032787	-59.5901639344262	317.081967213115	183.590163934426	15.1475409836066	206.704918032787	-11.8032786885246	1093.72131147541	108.639344262295	73.2131147540984	14.2786885245902	319.983606557377	225.27868852459	311.114754098361	242.475409836066	13.2354260502728	0.538668668502475	2.28561670361568	118.988413818114	15.127617417927	11.6895637916624	3.42683080978724	20.4045559039971	39.9544891368391	14.5514538360663	11.4830595111976	173.622879746837	16.9774681925636	11.9151370870535	0.933294300510895	50.496036743253	36.5919531898936	49.0758251282835	41.1066120218216	1.41755443	39.7128	38.97	39.7128	38.97	0.742800000000003	-79.0449	39.5512
Calliopsis andreniformis	2657	136.352561669829	82.9290322580645	254.861859582543	8391.0284629981	301.898292220114	-22.8834914611006	324.609867172676	243.39165085389	31.5848197343454	248.833017077799	23.2785578747628	1076.15294117647	111.588614800759	72.0648956356736	12.8891840607211	325.200379506641	222.707020872865	323.857685009488	233.905123339658	6.01685402428507	3.72445636074437	7.51969615434193	138.433991333215	5.41892484842744	7.73481395733948	7.36861491363527	19.4314578755784	28.7878620175305	5.12295767459578	7.34447810178985	74.1777231434504	7.79565467138672	5.60750875696966	1.24513354080833	22.2184758262395	17.4599206962403	23.9838565033004	17.0671135012065	4.05092265499999	39.719	38.044	39.719	38.044	1.675	-76.7302	38.9822
Cemolobus ipomoeae	1	140	75	239	8262	299	-14	313	252	29	252	29	1061	114	74	12	328	231	328	231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.9191	38.9191	38.9191	38.9191	0	-75.8273	38.9191
ceratina calcarata	2	135.5	84	257	8438.5	302.5	-24.5	327	248.5	22.5	248.5	22	1144.5	118.5	75.5	13	345.5	232	345.5	251	0.707106781186548	0	0	2.12132034355964	0.707106781186548	0.707106781186548	0	0.707106781186548	0.707106781186548	0.707106781186548	1.4142135623731	51.618795026618	4.94974746830583	3.53553390593274	0	14.8492424049175	11.3137084989848	14.8492424049175	12.7279220613579	NA	39.0909	39.0742	39.0909	39.0742	0.0167000000000002	-76.8055	39.08255
Ceratina calcarata	4211	134.818667963053	81.3198833252309	251.303354399611	8377.62736995625	299.347593582888	-23.5498298492951	322.876033057851	239.088478366553	36.7688381137579	247.387700534759	21.9842002916869	1081.1290714633	110.857316480311	72.7732134175984	12.4628099173554	323.959893048128	225.218765192027	322.084832280019	236.478366553233	7.81528681956543	7.29952144057168	14.7929170475241	200.397888771333	8.75426944120284	11.0974978165224	12.9773107733731	24.4846111128118	38.4375653446555	7.53277331895782	9.28079896995827	96.4839446930342	10.5654300147478	8.0844889369042	1.51086589714079	30.3154594318204	24.5019393255743	32.4498805357868	22.4882959786452	4.80498405000001	39.719	37.9943	39.719	37.9943	1.7247	-76.78635	39.0382
ceratina dupla	4	135.25	84	257	8438	302.25	-24.75	327	248.25	22.25	248.25	21.5	1164.25	120.5	76.75	13	351.5	236.25	351.5	256	0.5	0	0	2	0.5	0.5	0	0.5	0.5	0.5	1	33.5	3	2.5	0	9	7.5	9	8	0	39.0909	39.0668	39.0909	39.0668	0.0240999999999971	-76.8063	39.0909
Ceratina dupla	1666	136.49248346362	78.8454600120265	246.740228502706	8308.71377029465	298.416115453999	-19.8466626578473	318.214070956103	243.111244738425	45.5033072760072	248.439567047505	24.6897173782321	1098.90138304269	114.817197835238	74.4960914010824	12.8196031268791	333.607336139507	229.9248346362	332.188815393866	239.826819001804	6.80825824207567	9.42968413968261	18.5122293256323	265.013104771742	7.64377034543572	12.6555282027303	17.0459100955784	19.1188948904262	44.6456413584176	5.37373814635849	9.8306935462347	72.4055209399575	8.76420724339868	5.90323722577252	1.43530374275739	23.9260617801996	17.6258002750699	25.3732748338092	16.2828142048947	3.87533228	39.719	37.9914	39.719	37.9914	1.7276	-76.7639	39.047
ceratina strenua	6	135	84	257	8437	302	-25	327	248	22	248	21	1181	122	78	13	356	240	356	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.0909	39.0909	39.0909	39.0909	0	-76.8063	39.0909
Ceratina strenua	4689	136.169615882607	82.0677600345274	253.064091497626	8379.62235649547	301.08782908934	-22.5420802762192	323.510358221839	245.032369443246	32.200258955546	248.561501942167	23.1993957703927	1076.07854984894	111.918860595598	71.7550712127751	13.1812688821752	326.764782045749	221.802546396202	325.750539490721	235.746007768666	5.77087296068047	6.77667441075052	13.8383405306952	174.829770200078	7.13027087100183	8.97775621751271	11.7247922752223	15.3086184113829	30.7703460130013	5.32579767363098	7.21690341245469	86.7149086029877	9.71716903042673	6.62225847598778	1.31337687051692	26.7530036779245	20.0158275918809	28.2253260681535	19.7133026110989	4.52138361000001	39.719	37.9938	39.719	37.9938	1.7252	-76.8077	38.9935
Ceratina Strenua	1	135	84	257	8437	302	-25	327	248	22	248	21	1181	122	78	13	356	240	356	260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.0876	39.0876	39.0876	39.0876	0	-76.8077	39.0876
Chelostoma philadelphi	15	137.866666666667	81.8666666666667	253.866666666667	8362.93333333333	302.466666666667	-20.4	323.133333333333	248.533333333333	64.6	250.533333333333	25.3333333333333	1120.06666666667	115.866666666667	78.6	11.4666666666667	338.066666666667	242.2	337.8	245.533333333333	6.72805073306278	1.92230020944651	2.13363093162359	104.252075461811	4.05086704416768	8.17487439833613	4.34028746030666	12.170612536919	48.2890108764776	5.48851614954438	7.9970232557109	94.6930881975076	7.40527482529145	7.0183433128583	0.915475416434127	21.9299751373277	21.6702561129305	22.0978344123194	17.7396515776167	0.330758600000005	39.6658	38.5361	39.6658	38.5361	1.1297	-76.5175	38.786
Coelioxys alternata	3	138.666666666667	82	253.333333333333	8392.66666666667	303.666666666667	-20.3333333333333	324.333333333333	251.333333333333	54.3333333333333	251.333333333333	26	1102.66666666667	116	77	12.3333333333333	337	237.333333333333	337	247	2.88675134594813	3.46410161513775	4.72581562625261	120.5086442266	1.52752523165195	5.5075705472861	6.42910050732864	1.52752523165195	46.6082968293557	1.52752523165195	4.35889894354067	18.1475434517549	4.35889894354067	4	0.577350269189626	10.816653826392	13.6503968196288	10.816653826392	4.58257569495584	0.103193265	39.2058	38.7683	39.2058	38.7683	0.4375	-76.6123	39.0146
Coelioxys coturnix	12	133.583333333333	81.1666666666667	252.25	8358.33333333333	297	-25.75	322.666666666667	232	21.0833333333333	245.5	20.75	968.75	100.916666666667	66.0833333333333	13.3333333333333	294.25	204.666666666667	288.166666666667	213.583333333333	8.63879551087927	2.88675134594813	3.95715692247489	112.949975518798	8.45307905171515	11.3867945844777	5.8672176049847	25.3341307689485	9.58652779433279	8.94935243975278	10.0102220482138	160.048927178251	19.6721230232638	14.3112056117088	1.49747261825525	55.1792533476125	44.9956226827239	63.0062526959657	42.2168823045373	0.751889114999993	39.6437	38.5751	39.6437	38.5751	1.0686	-76.76925	39.25455
Coelioxys dolichos	5	140.6	79.6	248.2	8339	303.2	-16.6	320.4	253	96.6	253	28.6	1124.2	116.6	80	11.6	340.2	246.6	340.2	248.2	1.34164078649987	5.3665631459995	8.4970583144992	165.469030334984	4.02492235949962	5.3665631459995	10.285912696499	0	34.4354468534968	0	3.57770876399966	6.26099033699941	5.81377674149945	0	1.34164078649987	11.6275534829989	1.34164078649987	11.6275534829989	0.447213595499958	0.000540170000000617	39.032	38.5011	39.032	38.5011	0.530899999999995	-76.2369	39.0312
Coelioxys germana	1	140	82	252	8413	305	-19	325	253	112	253	27	1127	114	80	11	335	246	335	248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.032	39.032	39.032	39.032	0	-76.2396	39.032
Coelioxys hunteri	5	140.8	77.4	244.8	8239.8	300.2	-14.2	315	252	96.8	252	30	1098.2	118.6	76.6	13.2	343.6	239.4	343.6	240.4	5.21536192416212	4.2190046219458	5.44977063737548	234.553192261372	2.86356421265527	10.1833196944808	11.5758369027902	2.82842712474619	45.2625673156086	2.82842712474619	8.68907359849138	19.9924985932224	6.76756972627545	5.41294744108974	1.30384048104053	19.5780489324141	14.8087811787466	19.5780489324141	15.3720525630119	0.176891275000005	39.6344	38.4383	39.6344	38.4383	1.1961	-76.0268	38.4455
Coelioxys immaculata	2	139	74.5	238	8293	298.5	-16	313.5	251.5	27	251.5	27	1071.5	113.5	73.5	12	328.5	230	328.5	230	0	0.707106781186548	1.4142135623731	2.82842712474619	0.707106781186548	0	0.707106781186548	0.707106781186548	0	0.707106781186548	0	7.77817459305202	0.707106781186548	0.707106781186548	0	2.12132034355964	1.4142135623731	2.12132034355964	1.4142135623731	NA	39.0357	39.0247	39.0357	39.0247	0.0109999999999957	-75.7639	39.0302
Coelioxys modesta	8	133	82.125	254.375	8333.875	297	-25.5	322.625	244.75	41.875	244.875	21	1072.375	111.375	73.625	12.75	325.875	226.125	324	238.75	18.2991022418353	3.09088521763126	6.7175144212722	161.644616807542	20.7364413533277	17.5824587911605	6.39056223772883	20.5548047910945	30.8981622199675	20.2021038508369	16.8268492934018	66.9774748916167	5.26273964503552	5.34355419440764	1.03509833901353	14.9803442645927	15.6336404680968	12.7279220613579	18.4526420872459	1.299411105	39.5482	38.5109	39.5482	38.5109	1.0373	-76.68525	39.0146
Coelioxys octodentata	39	138.128205128205	82.5384615384615	253.948717948718	8391.30769230769	303.48717948718	-20.7692307692308	324.410256410256	247.102564102564	32.1538461538462	250.820512820513	25.2307692307692	1073.46153846154	112.25641025641	72.4615384615385	12.9230769230769	327.384615384615	223.307692307692	326.923076923077	234.948717948718	3.50322773858539	4.49471124209304	8.88211899192837	119.952875362337	4.07089667396441	5.7099245937575	7.7382098729478	16.6540573083951	24.9257196079814	3.08537974180604	4.6930045278026	60.779084938751	7.15511575807624	5.4668674463639	1.13287281268314	20.9229355198842	16.8790649624941	22.0148091488968	14.3654349741768	1.8051266	39.6427	38.2546	39.6427	38.2546	1.38809999999999	-76.6726	38.9822
Coelioxys porterae	2	132.5	84	255.5	8469.5	300.5	-28	328	246.5	18.5	246.5	18.5	1217	123	83	12	361	254.5	361	263.5	4.94974746830583	0	2.12132034355964	47.3761543394987	3.53553390593274	4.24264068711928	1.4142135623731	3.53553390593274	4.94974746830583	3.53553390593274	4.94974746830583	79.1959594928933	4.24264068711928	8.48528137423857	1.4142135623731	15.556349186104	26.1629509039023	15.556349186104	13.4350288425444	NA	39.3924	39.077	39.3924	39.077	0.315400000000004	-76.70749	39.2347
Coelioxys sayi	142	136.43661971831	81.6971830985916	252.112676056338	8365.28169014085	300.753521126761	-21.8732394366197	322.725352112676	246.211267605634	38.8521126760563	248.859154929577	23.830985915493	1063.33802816901	110.140845070423	72.1760563380282	12.7676056338028	322.323943661972	222.570422535211	321.330985915493	232.838028169014	8.18445576396089	7.40135068813729	16.0774272806702	189.674538950807	10.1024444901645	10.6577040060161	12.6962016803917	15.3284748636057	36.7332626397034	8.30926300962129	9.0428231258223	70.6383143301385	8.48243203223582	6.2549830300348	1.34568126097462	22.7694424117387	19.0368801780228	24.3615561088029	16.4371303098167	3.92299604000001	39.705	38.044	39.705	38.044	1.661	-76.6752	39.029585
Colletes americanus	11	141.818181818182	73.1818181818182	234.363636363636	8126.09090909091	297.090909090909	-9.54545454545454	306.818181818182	252	71.2727272727273	252	32.7272727272727	1044.72727272727	112.545454545455	73	13.3636363636364	325.545454545455	224	325.545454545455	234.818181818182	2.44205576587357	17.191964296253	39.4949939290354	362.238720885952	14.6864192058823	13.3593685207321	28.3118992009303	2.04939015319192	50.2455787290601	2.04939015319192	7.1845794461598	34.4182826680557	7.59425620273159	4.91934955049954	2.01359019031814	22.254723706951	15.4466824917197	22.254723706951	13.2575878787823	0.579664915000002	38.938	38.0275	38.938	38.0275	0.910499999999999	-76.669	38.8777
Colletes brevicornis	7	139.714285714286	72.8571428571429	232.142857142857	8200.14285714286	296	-12.7142857142857	308.714285714286	250.714285714286	57.1428571428571	250.714285714286	29.2857142857143	1051	109.714285714286	72.8571428571429	12.4285714285714	318.714285714286	223.714285714286	318.714285714286	234.571428571429	2.21466970556828	18.4248796597479	41.4263546204932	399.211902198748	15.7268348161139	14.8066908942577	30.428683210168	2.36038737740833	54.3366928555299	2.36038737740833	7.25061573739973	38.0263066836631	7.29644401322283	5.81459575632939	1.13389341902768	16.8593622429229	16.9481000480318	16.8593622429229	15.7676582794988	0.687684570000001	39.2348	38.1836	39.2348	38.1836	1.0512	-76.7003	39.0428
Colletes compactus	5	139.2	84	257.2	8404	305.4	-20.6	326.2	252	26.4	252	26	1048.6	110.8	69.4	13.8	324.4	213.8	324.4	230	2.16794833886788	0	0.447213595499958	28.7576076890968	1.34164078649987	2.70185121722126	0.836660026534076	1.87082869338697	2.70185121722126	1.87082869338697	2.44948974278318	46.907355499964	4.26614580154031	1.14017542509914	0.447213595499958	12.136721138759	4.65832587954085	12.136721138759	9.2736184954957	0.0157294500000008	39.0349	38.7847	39.0349	38.7847	0.2502	-76.7003	38.8963
Colletes inaequalis	618	130.935275080906	83.0695792880259	252.677993527508	8470.04045307443	298.674757281553	-28.5016181229773	327.150485436893	245.218446601942	21.2233009708738	245.432038834951	17.3187702265372	1235.17961165049	123.415857605178	85.9288025889968	11.3349514563107	363.734627831715	263.974110032362	363.611650485437	265.697411003236	4.11689230783232	3.96377602876135	7.82454691207177	106.444467291515	3.34063586703156	6.09041790406489	6.97657632854546	4.58690789107388	21.2949185645549	3.16064885504152	5.1732077307882	76.5536968260967	5.96887179144211	6.37266082726146	0.87987129652584	17.9492567199329	18.8123716043914	18.2633710754981	15.165986844961	2.28446140425	39.6937	38.128	39.6937	38.128	1.5657	-76.6081	39.3932
Colletes latitarsis	16	130.4375	83.625	255.6875	8429.8125	297.0625	-29.625	326.8125	233.0625	17.1875	243.1875	16.75	1053	105.1875	69.6875	12.25	308.9375	215.5	303.8125	224	8.39022248413791	1.25830573921179	1.74045013334673	101.448324283844	8.46537063571348	8.86096307783001	3.9024564913227	22.7756265921855	8.94590222764963	8.37630586834077	8.98517297180935	138.354134982178	12.8125914630882	9.73460322766162	1.48323969741913	37.403152719167	30.1794632159023	41.2055315865884	27.6598385148335	1.36162137500001	39.7029	38.3886	39.7029	38.3886	1.3143	-76.9527	39.3785
Colletes nudus	6	141.5	79.6666666666667	251.5	8196.16666666667	301.5	-14	315.5	251.5	45.3333333333333	251.5	31.3333333333333	1086.66666666667	116.333333333333	76	13.3333333333333	341.5	232.333333333333	341.5	239.666666666667	2.25831795812724	8.31063575586529	17.2249818577553	218.348727192687	6.25299928034539	8.27042925125413	14.3909693905588	0.547722557505166	38.2082015628407	0.547722557505166	5.12510162500868	39.3175109419031	6.65331997326648	4.42718872423573	1.03279555898864	13.6198384718762	12.675435561221	13.6198384718762	7.47440075635945	0.489350789999998	39.248	38.2122	39.248	38.2122	1.03579999999999	-76.6376	38.5296
Colletes simulans	10	133.3	61.7	206.2	7941.2	278.4	-11	289.7	232.6	80.8	242.2	26.8	991.7	103.9	69.6	12.8	301.3	213.3	295.1	222.2	12.0558883722621	22.8767227645142	52.9209053420501	424.759749086992	15.471838215861	25.9572297785757	36.5879457988253	25.8809239058852	71.3937438902504	10.6645831298431	17.4215702825868	118.511180907119	15.1029798384292	12.8858233902395	1.93218356615859	39.3814677227754	38.5920256587348	48.4869971114823	36.8534635791234	0.197465255000003	39.6153	38.242	39.6153	38.242	1.3733	-75.90235	38.5223
