"obs_full","gs","genus.x","species.x","verbiage","long_key","exclude","verb_length","has_nonNative_ssp","usageKey","scientificName","canonicalName","rank","status","confidence","matchType","kingdom","phylum","order","family","genus.y","species.y","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","synonym","class","verbatim_name","matchNote","acceptedUsageKey","verbatim_kingdom"
"Gymnocarpium dryopteris (L.) Newman, Northern Oak Fern,   S1/G5 (Thompson s.n. TAWES)  DENNSTAEDTIACEAE (Bracken Fern Family) ","Gymnocarpium dryopteris","Gymnocarpium","dryopteris"," (L.) Newman, Northern Oak Fern,   S1/G5 (Thompson s.n. TAWES)  DENNSTAEDTIACEAE (Bracken Fern Family) ","Gymnocarpium dryopteris (L.) N",FALSE,104,FALSE,2650832,"Gymnocarpium dryopteris (L.) Newman","Gymnocarpium dryopteris","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Polypodiales","Cystopteridaceae","Gymnocarpium","Gymnocarpium dryopteris",6,7707728,7228684,392,4021011,2650831,2650832,FALSE,"Polypodiopsida","Gymnocarpium dryopteris","unambiguous",NA,NA
"Dennstaedtia punctilobula (Michx.) T. Moore, Hayscented Fern  (Tatnall 4565 DOV) ","Dennstaedtia punctilobula","Dennstaedtia","punctilobula"," (Michx.) T. Moore, Hayscented Fern  (Tatnall 4565 DOV) ","Dennstaedtia punctilobula (Mic",FALSE,56,FALSE,2650777,"Dennstaedtia punctilobula (Michx.) Moore","Dennstaedtia punctilobula","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Polypodiales","Dennstaedtiaceae","Dennstaedtia","Dennstaedtia punctilobula",6,7707728,7228684,392,6623,10847691,2650777,FALSE,"Polypodiopsida","Dennstaedtia punctilobula","unambiguous",NA,NA
"Pteridium aquilinum (L.) Kuhn var. latiusculum (Desv.)  L. Underw.flex A. Heller, Eastern Bracken Fern (McAvoy  2133 DOV)  [Pteridium aquilinum ssp. latiusculum (Desv.) R. T. Clausen; ","Pteridium aquilinum","Pteridium","aquilinum"," (L.) Kuhn var. latiusculum (Desv.)  L. Underw.flex A. Heller, Eastern Bracken Fern (McAvoy  2133 DOV)  [Pteridium aquilinum ssp. latiusculum (Desv.) R. T. Clausen; ","Pteridium aquilinum (L.) Kuhn ",FALSE,165,FALSE,5275012,"Pteridium aquilinum (L.) Kuhn","Pteridium aquilinum","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Polypodiales","Dennstaedtiaceae","Pteridium","Pteridium aquilinum",6,7707728,7228684,392,6623,5275011,5275012,FALSE,"Polypodiopsida","Pteridium aquilinum","unambiguous",NA,NA
"Pteris aquilina L.; P. latiuscula Desv.] ","Pteris aquilina","Pteris","aquilina"," L.; P. latiuscula Desv.] ","Pteris aquilina L.; P. latiusc",FALSE,26,FALSE,2650738,"Pteris aquilina L.","Pteris aquilina","SPECIES","SYNONYM",97,"EXACT","Plantae","Tracheophyta","Polypodiales","Dennstaedtiaceae","Pteridium","Pteridium aquilinum",6,7707728,7228684,392,6623,5275011,5275012,TRUE,"Polypodiopsida","Pteris aquilina","unambiguous",6362227,NA
"Pteris aquilina L. var. pseudocaudata Clute]  DIPLAZIOPSIDACEAE (Glade Fern Family) ","Pteris aquilina","Pteris","aquilina"," L. var. pseudocaudata Clute]  DIPLAZIOPSIDACEAE (Glade Fern Family) ","Pteris aquilina L. var. pseudo",FALSE,69,FALSE,2650738,"Pteris aquilina L.","Pteris aquilina","SPECIES","SYNONYM",97,"EXACT","Plantae","Tracheophyta","Polypodiales","Dennstaedtiaceae","Pteridium","Pteridium aquilinum",6,7707728,7228684,392,6623,5275011,5275012,TRUE,"Polypodiopsida","Pteris aquilina","unambiguous",6362227,NA
"Homalosorus pycnocarpos (Spreng.) Pic. Serm., Glade Fern,   S2/G5 (Knapp 2340 TAWES)  [Asplenium angustifolium Michx.; Athyrium pycnocarpon  (Spreng.) Tidestr.; Diplazium pycnocarpon (Spreng.)  M. Broun]  DRYOPTERIDACEAE (Wood Fern Family) ","Homalosorus pycnocarpos","Homalosorus","pycnocarpos"," (Spreng.) Pic. Serm., Glade Fern,   S2/G5 (Knapp 2340 TAWES)  [Asplenium angustifolium Michx.; Athyrium pycnocarpon  (Spreng.) Tidestr.; Diplazium pycnocarpon (Spreng.)  M. Broun]  DRYOPTERIDACEAE (Wood Fern Family) ","Homalosorus pycnocarpos (Spren",FALSE,218,FALSE,4017086,"Homalosorus pycnocarpos (Spreng.) Pic.Serm.","Homalosorus pycnocarpos","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Polypodiales","Diplaziopsidaceae","Homalosorus","Homalosorus pycnocarpos",6,7707728,7228684,392,7800745,7289213,4017086,FALSE,"Polypodiopsida","Homalosorus pycnocarpos","unambiguous",NA,NA
"Cyrtomium fortunei J. Sm., Asian Netvein Hollyfern, † Waif  (Renzi Photo Voucher MPA) ","Cyrtomium fortunei","Cyrtomium","fortunei"," J. Sm., Asian Netvein Hollyfern, † Waif  (Renzi Photo Voucher MPA) ","Cyrtomium fortunei J. Sm., Asi",TRUE,68,FALSE,2650827,"Cyrtomium fortunei J.Sm.","Cyrtomium fortunei","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Polypodiales","Dryopteridaceae","Cyrtomium","Cyrtomium fortunei",6,7707728,7228684,392,2373,8245169,2650827,FALSE,"Polypodiopsida","Cyrtomium fortunei","unambiguous",NA,NA
"Dryopteris campyloptera Clarkson, Mountain Wood Fern,   S1/G5 (Knapp 991 TAWES) ","Dryopteris campyloptera","Dryopteris","campyloptera"," Clarkson, Mountain Wood Fern,   S1/G5 (Knapp 991 TAWES) ","Dryopteris campyloptera Clarks",FALSE,58,FALSE,5275107,"Dryopteris campyloptera (Kunze) Clarkson","Dryopteris campyloptera","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Polypodiales","Dryopteridaceae","Dryopteris","Dryopteris campyloptera",6,7707728,7228684,392,2373,2651126,5275107,FALSE,"Polypodiopsida","Dryopteris campyloptera","unambiguous",NA,NA
"Dryopteris carthusiana (Vill.) H. P. Fuchs, Spinulose Shield Fern  (Knapp 526 DOV)  [Dryopteris spinulosa (O. F. Müll.) Watt] ","Dryopteris carthusiana","Dryopteris","carthusiana"," (Vill.) H. P. Fuchs, Spinulose Shield Fern  (Knapp 526 DOV)  [Dryopteris spinulosa (O. F. Müll.) Watt] ","Dryopteris carthusiana (Vill.)",FALSE,104,FALSE,5275149,"Dryopteris carthusiana (Vill.) H.P.Fuchs","Dryopteris carthusiana","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Polypodiales","Dryopteridaceae","Dryopteris","Dryopteris carthusiana",6,7707728,7228684,392,2373,2651126,5275149,FALSE,"Polypodiopsida","Dryopteris carthusiana","unambiguous",NA,NA
"Dryopteris celsa (W. Palmer) Knowlt., T. S. Palmer & Pollardflex  Small, Log Fern,  S3/G4 (Hirst 1078 DOV)  [Dryopteris atropalustris Small] ","Dryopteris celsa","Dryopteris","celsa"," (W. Palmer) Knowlt., T. S. Palmer & Pollardflex  Small, Log Fern,  S3/G4 (Hirst 1078 DOV)  [Dryopteris atropalustris Small] ","Dryopteris celsa (W. Palmer) K",FALSE,126,FALSE,8329938,"Dryopteris celsa (W.Palmer) Knowlt.","Dryopteris celsa","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Polypodiales","Dryopteridaceae","Dryopteris","Dryopteris celsa",6,7707728,7228684,392,2373,2651126,8329938,FALSE,"Polypodiopsida","Dryopteris celsa","unambiguous",NA,NA
"Dryopteris clintoniana (D. C. Eaton) Dowell, Clinton’s Wood  Fern,  S1/G5 (Knapp 506a TAWES) ","Dryopteris clintoniana","Dryopteris","clintoniana"," (D. C. Eaton) Dowell, Clinton’s Wood  Fern,  S1/G5 (Knapp 506a TAWES) ","Dryopteris clintoniana (D. C. ",FALSE,72,FALSE,5275098,"Dryopteris clintoniana (D.C.Eaton) Dowell","Dryopteris clintoniana","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Polypodiales","Dryopteridaceae","Dryopteris","Dryopteris clintoniana",6,7707728,7228684,392,2373,2651126,5275098,FALSE,"Polypodiopsida","Dryopteris clintoniana","unambiguous",NA,NA
"Dryopteris cristata (L.) A. Gray, Crested Shield Fern (Hirst &  Wilson 1172 DOV) ","Dryopteris cristata","Dryopteris","cristata"," (L.) A. Gray, Crested Shield Fern (Hirst &  Wilson 1172 DOV) ","Dryopteris cristata (L.) A. Gr",FALSE,62,FALSE,5275110,"Dryopteris cristata (L.) A.Gray","Dryopteris cristata","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Polypodiales","Dryopteridaceae","Dryopteris","Dryopteris cristata",6,7707728,7228684,392,2373,2651126,5275110,FALSE,"Polypodiopsida","Dryopteris cristata","unambiguous",NA,NA
"Dryopteris goldiana (Hook.flex Goldie) A. Gray, Goldie’s Wood  Fern,  S2/G4G5 (Tatnall 205 DOV) ","Dryopteris goldiana","Dryopteris","goldiana"," (Hook.flex Goldie) A. Gray, Goldie’s Wood  Fern,  S2/G4G5 (Tatnall 205 DOV) ","Dryopteris goldiana (Hook.flex",FALSE,78,FALSE,5937468,"Dryopteris goldiana (Hook. ex Goldie) A.Gray","Dryopteris goldiana","SPECIES","SYNONYM",98,"EXACT","Plantae","Tracheophyta","Polypodiales","Dryopteridaceae","Dryopteris","Dryopteris goeldiana",6,7707728,7228684,392,2373,2651126,11304494,TRUE,"Polypodiopsida","Dryopteris goldiana","unambiguous",11304494,NA
"Dryopteris intermedia (Willd.) A. Gray, Evergreen Wood Fern  (Tatnall 4564 DOV) ","Dryopteris intermedia","Dryopteris","intermedia"," (Willd.) A. Gray, Evergreen Wood Fern  (Tatnall 4564 DOV) ","Dryopteris intermedia (Willd.)",FALSE,59,FALSE,5275143,"Dryopteris intermedia (Muhl. ex Willd.) A.Gray","Dryopteris intermedia","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Polypodiales","Dryopteridaceae","Dryopteris","Dryopteris intermedia",6,7707728,7228684,392,2373,2651126,5275143,FALSE,"Polypodiopsida","Dryopteris intermedia","unambiguous",NA,NA
"Dryopteris marginalis (L.) A. Gray, Marginal Wood Fern  (Tatnall 4739 DOV) ","Dryopteris marginalis","Dryopteris","marginalis"," (L.) A. Gray, Marginal Wood Fern  (Tatnall 4739 DOV) ","Dryopteris marginalis (L.) A. ",FALSE,54,FALSE,5275091,"Dryopteris marginalis (L.) Gray","Dryopteris marginalis","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Polypodiales","Dryopteridaceae","Dryopteris","Dryopteris marginalis",6,7707728,7228684,392,2373,2651126,5275091,FALSE,"Polypodiopsida","Dryopteris marginalis","unambiguous",NA,NA
"Polystichum acrostichoides (Michx.) Schott, Christmas Fern  (Longbottom 10803 DOV)  EQUISETACEAE (Horsetail Family) ","Polystichum acrostichoides","Polystichum","acrostichoides"," (Michx.) Schott, Christmas Fern  (Longbottom 10803 DOV)  EQUISETACEAE (Horsetail Family) ","Polystichum acrostichoides (Mi",FALSE,90,FALSE,2651098,"Polystichum acrostichoides (Michx.) Schott","Polystichum acrostichoides","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Polypodiales","Dryopteridaceae","Polystichum","Polystichum acrostichoides",6,7707728,7228684,392,2373,2651085,2651098,FALSE,"Polypodiopsida","Polystichum acrostichoides","unambiguous",NA,NA
"Equisetum arvense L., Field Horsetail (Knapp 1351 DOV) ","Equisetum arvense","Equisetum","arvense"," L., Field Horsetail (Knapp 1351 DOV) ","Equisetum arvense L., Field Ho",FALSE,38,FALSE,7924597,"Equisetum arvense L.","Equisetum arvense","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Equisetales","Equisetaceae","Equisetum","Equisetum arvense",6,7707728,7228684,954,3105,2687913,7924597,FALSE,"Polypodiopsida","Equisetum arvense","unambiguous",NA,NA
"Equisetum fluviatile L., Water Horsetail, •  S1/G5 (McAvoy  2466 DOV) ","Equisetum fluviatile","Equisetum","fluviatile"," L., Water Horsetail, •  S1/G5 (McAvoy  2466 DOV) ","Equisetum fluviatile L., Water",FALSE,50,FALSE,2687937,"Equisetum fluviatile L.","Equisetum fluviatile","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Equisetales","Equisetaceae","Equisetum","Equisetum fluviatile",6,7707728,7228684,954,3105,2687913,2687937,FALSE,"Polypodiopsida","Equisetum fluviatile","unambiguous",NA,NA
"Equisetum hyemale L. ssp. af ne (Engelm.) Calder & Roy L.  Taylor, Scouringrush (Hirst 691 DOV)  [Equisetum hyemale var. affine (Engelm.) A. A. Eaton;  E. praealtum Raf.; E. robustum A. Braun] ","Equisetum hyemale","Equisetum","hyemale"," L. ssp. af ne (Engelm.) Calder & Roy L.  Taylor, Scouringrush (Hirst 691 DOV)  [Equisetum hyemale var. affine (Engelm.) A. A. Eaton;  E. praealtum Raf.; E. robustum A. Braun] ","Equisetum hyemale L. ssp. af n",FALSE,176,FALSE,2687927,"Equisetum hyemale L.","Equisetum hyemale","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Equisetales","Equisetaceae","Equisetum","Equisetum hyemale",6,7707728,7228684,954,3105,2687913,2687927,FALSE,"Polypodiopsida","Equisetum hyemale","unambiguous",NA,NA
"Equisetum sylvaticum L., Woodland Horsetail, •  S1/G5  (Fessenden 5254 US)  [Equisetum sylvaticum var. multiramosum Wherry]  HYMENOPHYLLACEAE (Filmy Fern Family) ","Equisetum sylvaticum","Equisetum","sylvaticum"," L., Woodland Horsetail, •  S1/G5  (Fessenden 5254 US)  [Equisetum sylvaticum var. multiramosum Wherry]  HYMENOPHYLLACEAE (Filmy Fern Family) ","Equisetum sylvaticum L., Woodl",FALSE,142,FALSE,2687929,"Equisetum sylvaticum L.","Equisetum sylvaticum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Equisetales","Equisetaceae","Equisetum","Equisetum sylvaticum",6,7707728,7228684,954,3105,2687913,2687929,FALSE,"Polypodiopsida","Equisetum sylvaticum","unambiguous",NA,NA
"Crepidomanes intricatum (Farrar) Ebihara & Weakley, Weft  Fern (Farrar 81-9-23-1 US)  [Trichomanes intricatum Farrar]  LYGODIACEAE (Climbing Fern Family) ","Crepidomanes intricatum","Crepidomanes","intricatum"," (Farrar) Ebihara & Weakley, Weft  Fern (Farrar 81-9-23-1 US)  [Trichomanes intricatum Farrar]  LYGODIACEAE (Climbing Fern Family) ","Crepidomanes intricatum (Farra",FALSE,131,FALSE,8030449,"Crepidomanes intricatum (Farrar) Ebihara & Weakley","Crepidomanes intricatum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Hymenophyllales","Hymenophyllaceae","Crepidomanes","Crepidomanes intricatum",6,7707728,7228684,7228685,2372,6420275,8030449,FALSE,"Polypodiopsida","Crepidomanes intricatum","unambiguous",NA,NA
"Lygodium palmatum (Bernh.) Sw., Climbing Fern, •  S2/G4  (McAvoy 3256 DOV)  MARSILEACEAE (Waterclover Family) ","Lygodium palmatum","Lygodium","palmatum"," (Bernh.) Sw., Climbing Fern, •  S2/G4  (McAvoy 3256 DOV)  MARSILEACEAE (Waterclover Family) ","Lygodium palmatum (Bernh.) Sw.",FALSE,93,FALSE,2650432,"Lygodium palmatum (Bernh.) Sw.","Lygodium palmatum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Schizaeales","Lygodiaceae","Lygodium","Lygodium palmatum",6,7707728,7228684,7229401,2371,2650431,2650432,FALSE,"Polypodiopsida","Lygodium palmatum","unambiguous",NA,NA
"Marsilea quadrifolia L., European Water Fern, † (Fessenden  5592 US) ","Marsilea quadrifolia","Marsilea","quadrifolia"," L., European Water Fern, † (Fessenden  5592 US) ","Marsilea quadrifolia L., Europ",TRUE,49,FALSE,5274875,"Marsilea quadrifolia L.","Marsilea quadrifolia","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Salviniales","Marsileaceae","Marsilea","Marsilea quadrifolia",6,7707728,7228684,7229405,2375,2650085,5274875,FALSE,"Polypodiopsida","Marsilea quadrifolia","unambiguous",NA,NA
"Pilularia americana A. Braun, American Pillwort, † (Metheny  0002 MARY)  ONOCLEACEAE (Sensitive Fern Family) ","Pilularia americana","Pilularia","americana"," A. Braun, American Pillwort, † (Metheny  0002 MARY)  ONOCLEACEAE (Sensitive Fern Family) ","Pilularia americana A. Braun, ",TRUE,90,FALSE,2650102,"Pilularia americana A.Braun","Pilularia americana","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Salviniales","Marsileaceae","Pilularia","Pilularia americana",6,7707728,7228684,7229405,2375,2650101,2650102,FALSE,"Polypodiopsida","Pilularia americana","unambiguous",NA,NA
"Matteuccia struthiopteris (L.) Tod., Ostrich Fern, •  S2S3/G5  (Waters s.n. US)  [Matteuccia struthiopteris var. pensylvanica (Willd.) C. V.  Morton] ","Matteuccia struthiopteris","Matteuccia","struthiopteris"," (L.) Tod., Ostrich Fern, •  S2S3/G5  (Waters s.n. US)  [Matteuccia struthiopteris var. pensylvanica (Willd.) C. V.  Morton] ","Matteuccia struthiopteris (L.)",FALSE,125,FALSE,2650999,"Matteuccia struthiopteris (L.) Tod.","Matteuccia struthiopteris","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Polypodiales","Onocleaceae","Matteuccia","Matteuccia struthiopteris",6,7707728,7228684,392,3229275,2650998,2650999,FALSE,"Polypodiopsida","Matteuccia struthiopteris","unambiguous",NA,NA
"Onoclea sensibilis L., Sensitive Fern (McAvoy 3668 DOV)  OPHIOGLOSSACEAE (Adder’s-tongue Family) ","Onoclea sensibilis","Onoclea","sensibilis"," L., Sensitive Fern (McAvoy 3668 DOV)  OPHIOGLOSSACEAE (Adder’s-tongue Family) ","Onoclea sensibilis L., Sensiti",FALSE,79,FALSE,2650903,"Onoclea sensibilis L.","Onoclea sensibilis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Polypodiales","Onocleaceae","Onoclea","Onoclea sensibilis",6,7707728,7228684,392,3229275,2650902,2650903,FALSE,"Polypodiopsida","Onoclea sensibilis","unambiguous",NA,NA
"Botrychium angustisegmentum (Pease & A. H. Moore) Fernald,  Lanceleaf Grape Fern,  S1/G5 (Redman 9124 BALT)  [Botrychium lanceolatum (S. G. Gmel.) Ångst. ssp. angustisegmentum  (Pease & A. H. Moore) R. T. Clausen] ","Botrychium angustisegmentum","Botrychium","angustisegmentum"," (Pease & A. H. Moore) Fernald,  Lanceleaf Grape Fern,  S1/G5 (Redman 9124 BALT)  [Botrychium lanceolatum (S. G. Gmel.) Ångst. ssp. angustisegmentum  (Pease & A. H. Moore) R. T. Clausen] ","Botrychium angustisegmentum (P",FALSE,188,FALSE,3659320,"Botrychium angustisegmentum (Pease & A.H.Moore) Fernald","Botrychium angustisegmentum","SPECIES","SYNONYM",98,"EXACT","Plantae","Tracheophyta","Ophioglossales","Ophioglossaceae","Botrychium","Botrychium lanceolatum",6,7707728,7228684,393,6627,2650152,8231122,TRUE,"Polypodiopsida","Botrychium angustisegmentum","unambiguous",6426849,NA
"Botrychium matricariifolium (Retz.) A. Braunflex W. D. J. Koch,  Chamomile Grape Fern,  S1?/G5 (Maxon 11049 US) ","Botrychium matricariifolium","Botrychium","matricariifolium"," (Retz.) A. Braunflex W. D. J. Koch,  Chamomile Grape Fern,  S1?/G5 (Maxon 11049 US) ","Botrychium matricariifolium (R",FALSE,86,FALSE,9225633,"Botrychium matricariifolium (Döll) A.Braun ex Koch","Botrychium matricariifolium","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Ophioglossales","Ophioglossaceae","Botrychium","Botrychium matricariifolium",6,7707728,7228684,393,6627,2650152,9225633,FALSE,"Polypodiopsida","Botrychium matricariifolium","unambiguous",NA,NA
"Botrychium simplex E. Hitchc., Least Grape Fern, •  SH/G5  (Coe s.n. US) ","Botrychium simplex","Botrychium","simplex"," E. Hitchc., Least Grape Fern, •  SH/G5  (Coe s.n. US) ","Botrychium simplex E. Hitchc.,",FALSE,55,FALSE,2650180,"Botrychium simplex E.Hitchc.","Botrychium simplex","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Ophioglossales","Ophioglossaceae","Botrychium","Botrychium simplex",6,7707728,7228684,393,6627,2650152,2650180,FALSE,"Polypodiopsida","Botrychium simplex","unambiguous",NA,NA
"Botrypus virginianus (L.) Michx., Rattlesnake Fern (Hirst &  Wilson 1230 DOV)  [Botrychium virginianum (L.) Sw.; Osmundopteris virginiana  (L.) Small] ","Botrypus virginianus","Botrypus","virginianus"," (L.) Michx., Rattlesnake Fern (Hirst &  Wilson 1230 DOV)  [Botrychium virginianum (L.) Sw.; Osmundopteris virginiana  (L.) Small] ","Botrypus virginianus (L.) Mich",FALSE,131,FALSE,7851429,"Botrypus virginianus (L.) Michx.","Botrypus virginianus","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Ophioglossales","Ophioglossaceae","Botrypus","Botrypus virginianus",6,7707728,7228684,393,6627,7886177,7851429,FALSE,"Polypodiopsida","Botrypus virginianus","unambiguous",NA,NA
"Ophioglossum pusillum Raf., Northern Adder’s-tongue (Phillips  016 DOV) ","Ophioglossum pusillum","Ophioglossum","pusillum"," Raf., Northern Adder’s-tongue (Phillips  016 DOV) ","Ophioglossum pusillum Raf., No",FALSE,51,FALSE,2650138,"Ophioglossum pusillum Raf.","Ophioglossum pusillum","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Ophioglossales","Ophioglossaceae","Ophioglossum","Ophioglossum pusillum",6,7707728,7228684,393,6627,2650127,2650138,FALSE,"Polypodiopsida","Ophioglossum pusillum","unambiguous",NA,NA
"Ophioglossum vulgatum L., Southern Adder’s-tongue (Hirst 854  DOV)  NUMBER 113 •7  [Ophioglossum pycnostichum (Fernald) Á. Löve & D. Löve;  O. vulgatum var. pycnostichum Fernald] ","Ophioglossum vulgatum","Ophioglossum","vulgatum"," L., Southern Adder’s-tongue (Hirst 854  DOV)  NUMBER 113 •7  [Ophioglossum pycnostichum (Fernald) Á. Löve & D. Löve;  O. vulgatum var. pycnostichum Fernald] ","Ophioglossum vulgatum L., Sout",FALSE,158,FALSE,2650133,"Ophioglossum vulgatum L.","Ophioglossum vulgatum","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Ophioglossales","Ophioglossaceae","Ophioglossum","Ophioglossum vulgatum",6,7707728,7228684,393,6627,2650127,2650133,FALSE,"Polypodiopsida","Ophioglossum vulgatum","unambiguous",NA,NA
"Sceptridium biternatum (Savigny) Lyon, Sparse-lobe Grape Fern  (Knapp 2286 DOV) ","Sceptridium biternatum","Sceptridium","biternatum"," (Savigny) Lyon, Sparse-lobe Grape Fern  (Knapp 2286 DOV) ","Sceptridium biternatum (Savign",FALSE,58,FALSE,3659097,"Sceptridium biternatum (Savigny) Lyon","Sceptridium biternatum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Ophioglossales","Ophioglossaceae","Sceptridium","Sceptridium biternatum",6,7707728,7228684,393,6627,7321393,3659097,FALSE,"Polypodiopsida","Sceptridium biternatum","unambiguous",NA,NA
"Sceptridium dissectum (Spreng.) Lyon, Cutleaf Grape Fern  (Knapp 2285 DOV)  [Botrychium dissectum Spreng. var. obliquum (Muhl.flex  Willd.) Clute; B. obliquum Muhl.flex Willd.] ","Sceptridium dissectum","Sceptridium","dissectum"," (Spreng.) Lyon, Cutleaf Grape Fern  (Knapp 2285 DOV)  [Botrychium dissectum Spreng. var. obliquum (Muhl.flex  Willd.) Clute; B. obliquum Muhl.flex Willd.] ","Sceptridium dissectum (Spreng.",FALSE,156,FALSE,3659476,"Sceptridium dissectum (Spreng.) Lyon","Sceptridium dissectum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Ophioglossales","Ophioglossaceae","Sceptridium","Sceptridium dissectum",6,7707728,7228684,393,6627,7321393,3659476,FALSE,"Polypodiopsida","Sceptridium dissectum","unambiguous",NA,NA
